t,x_r,y_r,z_r,v_x_r,v_y_r,v_z_r,psi_r
32313,0,0,-4.5,0.5,0,0,0
32346,0,0,-4.5,0.5,0,0,0
32375,0,0,-4.5,0.5,0,0,0
32422,0,0,-4.5,0.5,0,0,0
32451,0,0,-4.5,0.5,0,0,0
32482,0,0,-4.5,0.5,0,0,0
32513,0,0,-4.5,0.5,0,0,0
32539,0,0,-4.5,0.5,0,0,0
32565,0,0,-4.5,0.5,0,0,0
32582,0,0,-4.5,0.5,0,0,0
32602,0,0,-4.5,0.5,0,0,0
32627,0,0,-4.5,0.5,0,0,0
32644,0,0,-4.5,0.5,0,0,0
32671,0,0,-4.5,0.5,0,0,0
32703,0,0,-4.5,0.5,0,0,0
32724,0,0,-4.5,0.5,0,0,0
32746,0,0,-4.5,0.5,0,0,0
32785,0,0,-4.5,0.5,0,0,0
32809,0,0,-4.5,0.5,0,0,0
32843,0,0,-4.5,0.5,0,0,0
32875,0,0,-4.5,0.5,0,0,0
32915,0,0,-4.5,0.5,0,0,0
32948,0,0,-4.5,0.5,0,0,0
32979,0,0,-4.5,0.5,0,0,0
33006,0,0,-4.5,0.5,0,0,0
33030,0,0,-4.5,0.5,0,0,0
33064,0,0,-4.5,0.5,0,0,0
33087,0,0,-4.5,0.5,0,0,0
33118,0,0,-4.5,0.5,0,0,0
33140,0,0,-4.5,0.5,0,0,0
33167,0,0,-4.5,0.5,0,0,0
33193,0,0,-4.5,0.5,0,0,0
33212,0,0,-4.5,0.5,0,0,0
33235,0,0,-4.5,0.5,0,0,0
33253,0,0,-4.5,0.5,0,0,0
33287,0,0,-4.5,0.5,0,0,0
33308,0,0,-4.5,0.5,0,0,0
33340,0,0,-4.5,0.5,0,0,0
33373,0,0,-4.5,0.5,0,0,0
33410,0,0,-4.5,0.5,0,0,0
33447,0,0,-4.5,0.5,0,0,0
33476,0,0,-4.5,0.5,0,0,0
33512,0,0,-4.5,0.5,0,0,0
33544,0,0,-4.5,0.5,0,0,0
33562,0,0,-4.5,0.5,0,0,0
33593,0,0,-4.5,0.5,0,0,0
33625,0,0,-4.5,0.5,0,0,0
33664,0,0,-4.5,0.5,0,0,0
33688,0,0,-4.5,0.5,0,0,0
33726,0,0,-4.5,0.5,0,0,0
33765,0,0,-4.5,0.5,0,0,0
33795,0,0,-4.5,0.5,0,0,0
33825,0,0,-4.5,0.5,0,0,0
33858,0,0,-4.5,0.5,0,0,0
33876,0,0,-4.5,0.5,0,0,0
33903,0,0,-4.5,0.5,0,0,0
33929,0,0,-4.5,0.5,0,0,0
33955,0,0,-4.5,0.5,0,0,0
33979,0,0,-4.5,0.5,0,0,0
34013,0,0,-4.5,0.5,0,0,0
34046,0,0,-4.5,0.5,0,0,0
34082,0,0,-4.5,0.5,0,0,0
34102,0,0,-4.5,0.5,0,0,0
34128,0,0,-4.5,0.5,0,0,0
34155,0,0,-4.5,0.5,0,0,0
34186,0,0,-4.5,0.5,0,0,0
34211,0,0,-4.5,0.5,0,0,0
34243,0,0,-4.5,0.5,0,0,0
34265,0,0,-4.5,0.5,0,0,0
34291,0,0,-4.5,0.5,0,0,0
34319,0,0,-4.5,0.5,0,0,0
34346,0,0,-4.5,0.5,0,0,0
34367,0,0,-4.5,0.5,0,0,0
34394,0,0,-4.5,0.5,0,0,0
34420,0,0,-4.5,0.5,0,0,0
34450,0,0,-4.5,0.5,0,0,0
34473,0,0,-4.5,0.5,0,0,0
34505,0,0,-4.5,0.5,0,0,0
34524,0,0,-4.5,0.5,0,0,0
34545,0,0,-4.5,0.5,0,0,0
34571,0,0,-4.5,0.5,0,0,0
34597,0,0,-4.5,0.5,0,0,0
34625,0,0,-4.5,0.5,0,0,0
34642,0,0,-4.5,0.5,0,0,0
34674,0,0,-4.5,0.5,0,0,0
34698,0,0,-4.5,0.5,0,0,0
34719,0,0,-4.5,0.5,0,0,0
34739,0,0,-4.5,0.5,0,0,0
34774,0,0,-4.5,0.5,0,0,0
34795,0,0,-4.5,0.5,0,0,0
34821,0,0,-4.5,0.5,0,0,0
34849,0,0,-4.5,0.5,0,0,0
34875,0,0,-4.5,0.5,0,0,0
34897,0,0,-4.5,0.5,0,0,0
34925,0,0,-4.5,0.5,0,0,0
34955,0,0,-4.5,0.5,0,0,0
34987,0,0,-4.5,0.5,0,0,0
35009,0,0,-4.5,0.5,0,0,0
35045,0,0,-4.5,0.5,0,0,0
35070,0,0,-4.5,0.5,0,0,0
35099,0,0,-4.5,0.5,0,0,0
35121,0,0,-4.5,0.5,0,0,0
35154,0,0,-4.5,0.5,0,0,0
35172,0,0,-4.5,0.5,0,0,0
35199,0,0,-4.5,0.5,0,0,0
35226,0,0,-4.5,0.5,0,0,0
35250,0,0,-4.5,0.5,0,0,0
35278,0,0,-4.5,0.5,0,0,0
35310,0,0,-4.5,0.5,0,0,0
35331,0,0,-4.5,0.5,0,0,0
35352,0,0,-4.5,0.5,0,0,0
35387,0,0,-4.5,0.5,0,0,0
35424,0,0,-4.5,0.5,0,0,0
35451,0,0,-4.5,0.5,0,0,0
35485,0,0,-4.5,0.5,0,0,0
35511,0,0,-4.5,0.5,0,0,0
35551,0,0,-4.5,0.5,0,0,0
35589,0,0,-4.5,0.5,0,0,0
35619,0,0,-4.5,0.5,0,0,0
35655,0,0,-4.5,0.5,0,0,0
35675,0,0,-4.5,0.5,0,0,0
35702,0,0,-4.5,0.5,0,0,0
35727,0,0,-4.5,0.5,0,0,0
35752,0,0,-4.5,0.5,0,0,0
35780,0,0,-4.5,0.5,0,0,0
35801,0,0,-4.5,0.5,0,0,0
35828,0,0,-4.5,0.5,0,0,0
35861,0,0,-4.5,0.5,0,0,0
35885,0,0,-4.5,0.5,0,0,0
35905,0,0,-4.5,0.5,0,0,0
35941,0,0,-4.5,0.5,0,0,0
35961,0,0,-4.5,0.5,0,0,0
35989,0,0,-4.5,0.5,0,0,0
36011,0,0,-4.5,0.5,0,0,0
36052,0,0,-4.5,0.5,0,0,0
36078,0,0,-4.5,0.5,0,0,0
36117,0,0,-4.5,0.5,0,0,0
36142,0,0,-4.5,0.5,0,0,0
36186,0,0,-4.5,0.5,0,0,0
36215,0,0,-4.5,0.5,0,0,0
36250,0,0,-4.5,0.5,0,0,0
36289,0,0,-4.5,0.5,0,0,0
36330,0,0,-4.5,0.5,0,0,0
36377,0,0,-4.5,0.5,0,0,0
36430,0,0,-4.5,0.5,0,0,0
36466,0,0,-4.5,0.5,0,0,0
36502,0,0,-4.5,0.5,0,0,0
36525,0,0,-4.5,0.5,0,0,0
36558,0,0,-4.5,0.5,0,0,0
36577,0,0,-4.5,0.5,0,0,0
36607,0,0,-4.5,0.5,0,0,0
36627,0,0,-4.5,0.5,0,0,0
36669,0,0,-4.5,0.5,0,0,0
36703,0,0,-4.5,0.5,0,0,0
36734,0,0,-4.5,0.5,0,0,0
36775,0,0,-4.5,0.5,0,0,0
36800,0,0,-4.5,0.5,0,0,0
36824,0,0,-4.5,0.5,0,0,0
36855,0,0,-4.5,0.5,0,0,0
36889,0,0,-4.5,0.5,0,0,0
36906,0,0,-4.5,0.5,0,0,0
36934,0,0,-4.5,0.5,0,0,0
36968,0,0,-4.5,0.5,0,0,0
36986,0,0,-4.5,0.5,0,0,0
37019,0,0,-4.5,0.5,0,0,0
37042,0,0,-4.5,0.5,0,0,0
37073,0,0,-4.5,0.5,0,0,0
37093,0,0,-4.5,0.5,0,0,0
37126,0,0,-4.5,0.5,0,0,0
37148,0,0,-4.5,0.5,0,0,0
37176,0,0,-4.5,0.5,0,0,0
37200,0,0,-4.5,0.5,0,0,0
37236,0,0,-4.5,0.5,0,0,0
37258,0,0,-4.5,0.5,0,0,0
37280,0,0,-4.5,0.5,0,0,0
37309,0,0,-4.5,0.5,0,0,0
37331,0,0,-4.5,0.5,0,0,0
37358,0,0,-4.5,0.5,0,0,0
37378,0,0,-4.5,0.5,0,0,0
37421,0,0,-4.5,0.5,0,0,0
37450,0,0,-4.5,0.5,0,0,0
37488,0,0,-4.5,0.5,0,0,0
37513,0,0,-4.5,0.5,0,0,0
37546,0,0,-4.5,0.5,0,0,0
37563,0,0,-4.5,0.5,0,0,0
37590,0,0,-4.5,0.5,0,0,0
37626,0,0,-4.5,0.5,0,0,0
37655,0,0,-4.5,0.5,0,0,0
37694,0,0,-4.5,0.5,0,0,0
37724,0,0,-4.5,0.5,0,0,0
37781,0,0,-4.5,0.5,0,0,0
37814,0,0,-4.5,0.5,0,0,0
37838,0,0,-4.5,0.5,0,0,0
37874,0,0,-4.5,0.5,0,0,0
37891,0,0,-4.5,0.5,0,0,0
37920,0,0,-4.5,0.5,0,0,0
37949,0,0,-4.5,0.5,0,0,0
37976,0,0,-4.5,0.5,0,0,0
38000,0,0,-4.5,0.5,0,0,0
38039,0,0,-4.5,0.5,0,0,0
38056,0,0,-4.5,0.5,0,0,0
38089,0,0,-4.5,0.5,0,0,0
38111,0,0,-4.5,0.5,0,0,0
38143,0,0,-4.5,0.5,0,0,0
38183,0,0,-4.5,0.5,0,0,0
38210,0,0,-4.5,0.5,0,0,0
38272,0,0,-4.5,0.5,0,0,0
38304,0,0,-4.5,0.5,0,0,0
38329,0,0,-4.5,0.5,0,0,0
38365,0,0,-4.5,0.5,0,0,0
38388,0,0,-4.5,0.5,0,0,0
38414,0,0,-4.5,0.5,0,0,0
38440,0,0,-4.5,0.5,0,0,0
38473,0,0,-4.5,0.5,0,0,0
38494,0,0,-4.5,0.5,0,0,0
38515,0,0,-4.5,0.5,0,0,0
38548,0,0,-4.5,0.5,0,0,0
38566,0,0,-4.5,0.5,0,0,0
38593,0,0,-4.5,0.5,0,0,0
38609,0,0,-4.5,0.5,0,0,0
38650,0,0,-4.5,0.5,0,0,0
38670,0,0,-4.5,0.5,0,0,0
38707,0,0,-4.5,0.5,0,0,0
38730,0,0,-4.5,0.5,0,0,0
38758,0,0,-4.5,0.5,0,0,0
38781,0,0,-4.5,0.5,0,0,0
38810,0,0,-4.5,0.5,0,0,0
38844,0,0,-4.5,0.5,0,0,0
38876,0,0,-4.5,0.5,0,0,0
38907,0,0,-4.5,0.5,0,0,0
38943,0,0,-4.5,0.5,0,0,0
39001,0,0,-4.5,0.5,0,0,0
39031,0,0,-4.5,0.5,0,0,0
39079,0,0,-4.5,0.5,0,0,0
39132,0,0,-4.5,0.5,0,0,0
39170,0,0,-4.5,0.5,0,0,0
39206,0,0,-4.5,0.5,0,0,0
39230,0,0,-4.5,0.5,0,0,0
39258,0,0,-4.5,0.5,0,0,0
39280,0,0,-4.5,0.5,0,0,0
39301,0,0,-4.5,0.5,0,0,0
39328,0,0,-4.5,0.5,0,0,0
39352,0,0,-4.5,0.5,0,0,0
39405,0,0,-4.5,0.5,0,0,0
39446,0,0,-4.5,0.5,0,0,0
39464,0,0,-4.5,0.5,0,0,0
39495,0,0,-4.5,0.5,0,0,0
39519,0,0,-4.5,0.5,0,0,0
39547,0,0,-4.5,0.5,0,0,0
39570,0,0,-4.5,0.5,0,0,0
39604,0,0,-4.5,0.5,0,0,0
39628,0,0,-4.5,0.5,0,0,0
39653,0,0,-4.5,0.5,0,0,0
39685,0,0,-4.5,0.5,0,0,0
39709,0,0,-4.5,0.5,0,0,0
39739,0,0,-4.5,0.5,0,0,0
39758,0,0,-4.5,0.5,0,0,0
39795,0,0,-4.5,0.5,0,0,0
39821,0,0,-4.5,0.5,0,0,0
39852,0,0,-4.5,0.5,0,0,0
39875,0,0,-4.5,0.5,0,0,0
39905,0,0,-4.5,0.5,0,0,0
39930,0,0,-4.5,0.5,0,0,0
39964,0,0,-4.5,0.5,0,0,0
39986,0,0,-4.5,0.5,0,0,0
40014,0,0,-4.5,0.5,0,0,0
40038,0,0,-4.5,0.5,0,0,0
40070,0,0,-4.5,0.5,0,0,0
40094,0,0,-4.5,0.5,0,0,0
40123,0,0,-4.5,0.5,0,0,0
40147,0,0,-4.5,0.5,0,0,0
40171,0,0,-4.5,0.5,0,0,0
40194,0,0,-4.5,0.5,0,0,0
40220,0,0,-4.5,0.5,0,0,0
40250,0,0,-4.5,0.5,0,0,0
40273,0,0,-4.5,0.5,0,0,0
40308,0,0,-4.5,0.5,0,0,0
40346,0,0,-4.5,0.5,0,0,0
40373,0,0,-4.5,0.5,0,0,0
40423,0,0,-4.5,0.5,0,0,0
40466,0,0,-4.5,0.5,0,0,0
40501,0,0,-4.5,0.5,0,0,0
40526,0,0,-4.5,0.5,0,0,0
40567,0,0,-4.5,0.5,0,0,0
40599,0,0,-4.5,0.5,0,0,0
40644,0,0,-4.5,0.5,0,0,0
40691,0,0,-4.5,0.5,0,0,0
40720,0,0,-4.5,0.5,0,0,0
40764,0,0,-4.5,0.5,0,0,0
40796,0,0,-4.5,0.5,0,0,0
40828,0,0,-4.5,0.5,0,0,0
40870,0,0,-4.5,0.5,0,0,0
40914,0,0,-4.5,0.5,0,0,0
40954,0,0,-4.5,0.5,0,0,0
40982,0,0,-4.5,0.5,0,0,0
41018,0,0,-4.5,0.5,0,0,0
41054,0,0,-4.5,0.5,0,0,0
41096,0,0,-4.5,0.5,0,0,0
41124,0,0,-4.5,0.5,0,0,0
41159,0,0,-4.5,0.5,0,0,0
41184,0,0,-4.5,0.5,0,0,0
41207,0,0,-4.5,0.5,0,0,0
41232,0,0,-4.5,0.5,0,0,0
41268,0,0,-4.5,0.5,0,0,0
41294,0,0,-4.5,0.5,0,0,0
41322,0,0,-4.5,0.5,0,0,0
41341,0,0,-4.5,0.5,0,0,0
41392,0,0,-4.5,0.5,0,0,0
41439,0,0,-4.5,0.5,0,0,0
41465,0,0,-4.5,0.5,0,0,0
41506,0,0,-4.5,0.5,0,0,0
41530,0,0,-4.5,0.5,0,0,0
41560,0,0,-4.5,0.5,0,0,0
41592,0,0,-4.5,0.5,0,0,0
41643,0,0,-4.5,0.5,0,0,0
41678,0,0,-4.5,0.5,0,0,0
41716,0,0,-4.5,0.5,0,0,0
41759,0,0,-4.5,0.5,0,0,0
41794,0,0,-4.5,0.5,0,0,0
41814,0,0,-4.5,0.5,0,0,0
41846,0,0,-4.5,0.5,0,0,0
41878,0,0,-4.5,0.5,0,0,0
41912,0,0,-4.5,0.5,0,0,0
41933,0,0,-4.5,0.5,0,0,0
41963,0,0,-4.5,0.5,0,0,0
42018,0,0,-4.5,0.5,0,0,0
42078,0,0,-4.5,0.5,0,0,0
42110,0,0,-4.5,0.5,0,0,0
42134,0,0,-4.5,0.5,0,0,0
42176,0,0,-4.5,0.5,0,0,0
42199,0,0,-4.5,0.5,0,0,0
42226,0,0,-4.5,0.5,0,0,0
42281,0,0,-4.5,0.5,0,0,0
42306,0,0,-4.5,0.5,0,0,0
42331,0,0,-4.5,0.5,0,0,0
42358,0,0,-4.5,0.5,0,0,0
42389,0,0,-4.5,0.5,0,0,0
42413,0,0,-4.5,0.5,0,0,0
42445,0,0,-4.5,0.5,0,0,0
42468,0,0,-4.5,0.5,0,0,0
42500,0,0,-4.5,0.5,0,0,0
42524,0,0,-4.5,0.5,0,0,0
42551,0,0,-4.5,0.5,0,0,0
42574,0,0,-4.5,0.5,0,0,0
42605,0,0,-4.5,0.5,0,0,0
42628,0,0,-4.5,0.5,0,0,0
42650,0,0,-4.5,0.5,0,0,0
42681,0,0,-4.5,0.5,0,0,0
42701,0,0,-4.5,0.5,0,0,0
42726,0,0,-4.5,0.5,0,0,0
42744,0,0,-4.5,0.5,0,0,0
42777,0,0,-4.5,0.5,0,0,0
42796,0,0,-4.5,0.5,0,0,0
42824,0,0,-4.5,0.5,0,0,0
42840,0,0,-4.5,0.5,0,0,0
42874,0,0,-4.5,0.5,0,0,0
42893,0,0,-4.5,0.5,0,0,0
42920,0,0,-4.5,0.5,0,0,0
42947,0,0,-4.5,0.5,0,0,0
42969,0,0,-4.5,0.5,0,0,0
43000,0,0,-4.5,0.5,0,0,0
43025,0,0,-4.5,0.5,0,0,0
43079,0,0,-4.5,0.5,0,0,0
43115,0,0,-4.5,0.5,0,0,0
43135,0,0,-4.5,0.5,0,0,0
43165,0,0,-4.5,0.5,0,0,0
43185,0,0,-4.5,0.5,0,0,0
43215,0,0,-4.5,0.5,0,0,0
43243,0,0,-4.5,0.5,0,0,0
43273,0,0,-4.5,0.5,0,0,0
43293,0,0,-4.5,0.5,0,0,0
43317,0,0,-4.5,0.5,0,0,0
43342,0,0,-4.5,0.5,0,0,0
43375,0,0,-4.5,0.5,0,0,0
43398,0,0,-4.5,0.5,0,0,0
43431,0,0,-4.5,0.5,0,0,0
43462,0,0,-4.5,0.5,0,0,0
43503,0,0,-4.5,0.5,0,0,0
43530,0,0,-4.5,0.5,0,0,0
43563,0,0,-4.5,0.5,0,0,0
43605,0,0,-4.5,0.5,0,0,0
43636,0,0,-4.5,0.5,0,0,0
43661,0,0,-4.5,0.5,0,0,0
43693,0,0,-4.5,0.5,0,0,0
43714,0,0,-4.5,0.5,0,0,0
43747,0,0,-4.5,0.5,0,0,0
43765,0,0,-4.5,0.5,0,0,0
43802,0,0,-4.5,0.5,0,0,0
43823,0,0,-4.5,0.5,0,0,0
43848,0,0,-4.5,0.5,0,0,0
43874,0,0,-4.5,0.5,0,0,0
43902,0,0,-4.5,0.5,0,0,0
43925,0,0,-4.5,0.5,0,0,0
43963,0,0,-4.5,0.5,0,0,0
43987,0,0,-4.5,0.5,0,0,0
44016,0,0,-4.5,0.5,0,0,0
44041,0,0,-4.5,0.5,0,0,0
44082,0,0,-4.5,0.5,0,0,0
44109,0,0,-4.5,0.5,0,0,0
44140,0,0,-4.5,0.5,0,0,0
44166,0,0,-4.5,0.5,0,0,0
44205,0,0,-4.5,0.5,0,0,0
44235,0,0,-4.5,0.5,0,0,0
44277,0,0,-4.5,0.5,0,0,0
