t,x_r,y_r,z_r,v_x_r,v_y_r,v_z_r,psi_r
14750,0,0,-4.5,0.5,0,0,0
14778,0,0,-4.5,0.5,0,0,0
14795,0,0,-4.5,0.5,0,0,0
14832,0,0,-4.5,0.5,0,0,0
14856,0,0,-4.5,0.5,0,0,0
14894,0,0,-4.5,0.5,0,0,0
14912,0,0,-4.5,0.5,0,0,0
14946,0,0,-4.5,0.5,0,0,0
14966,0,0,-4.5,0.5,0,0,0
15013,0,0,-4.5,0.5,0,0,0
15044,0,0,-4.5,0.5,0,0,0
15082,0,0,-4.5,0.5,0,0,0
15125,0,0,-4.5,0.5,0,0,0
15170,0,0,-4.5,0.5,0,0,0
15185,0,0,-4.5,0.5,0,0,0
15214,0,0,-4.5,0.5,0,0,0
15236,0,0,-4.5,0.5,0,0,0
15266,0,0,-4.5,0.5,0,0,0
15292,0,0,-4.5,0.5,0,0,0
15313,0,0,-4.5,0.5,0,0,0
15339,0,0,-4.5,0.5,0,0,0
15381,0,0,-4.5,0.5,0,0,0
15402,0,0,-4.5,0.5,0,0,0
15416,0,0,-4.5,0.5,0,0,0
15443,0,0,-4.5,0.5,0,0,0
15465,0,0,-4.5,0.5,0,0,0
15500,0,0,-4.5,0.5,0,0,0
15523,0,0,-4.5,0.5,0,0,0
15536,0,0,-4.5,0.5,0,0,0
15561,0,0,-4.5,0.5,0,0,0
15578,0,0,-4.5,0.5,0,0,0
15615,0,0,-4.5,0.5,0,0,0
15639,0,0,-4.5,0.5,0,0,0
15671,0,0,-4.5,0.5,0,0,0
15691,0,0,-4.5,0.5,0,0,0
15724,0,0,-4.5,0.5,0,0,0
15750,0,0,-4.5,0.5,0,0,0
15780,0,0,-4.5,0.5,0,0,0
15797,0,0,-4.5,0.5,0,0,0
15835,0,0,-4.5,0.5,0,0,0
15860,0,0,-4.5,0.5,0,0,0
15880,0,0,-4.5,0.5,0,0,0
15898,0,0,-4.5,0.5,0,0,0
15936,0,0,-4.5,0.5,0,0,0
15969,0,0,-4.5,0.5,0,0,0
15991,0,0,-4.5,0.5,0,0,0
16021,0,0,-4.5,0.5,0,0,0
16047,0,0,-4.5,0.5,0,0,0
16077,0,0,-4.5,0.5,0,0,0
16101,0,0,-4.5,0.5,0,0,0
16129,0,0,-4.5,0.5,0,0,0
16154,0,0,-4.5,0.5,0,0,0
16179,0,0,-4.5,0.5,0,0,0
16206,0,0,-4.5,0.5,0,0,0
16224,0,0,-4.5,0.5,0,0,0
16253,0,0,-4.5,0.5,0,0,0
16277,0,0,-4.5,0.5,0,0,0
16301,0,0,-4.5,0.5,0,0,0
16322,0,0,-4.5,0.5,0,0,0
16344,0,0,-4.5,0.5,0,0,0
16375,0,0,-4.5,0.5,0,0,0
16393,0,0,-4.5,0.5,0,0,0
16425,0,0,-4.5,0.5,0,0,0
16465,0,0,-4.5,0.5,0,0,0
16507,0,0,-4.5,0.5,0,0,0
16541,0,0,-4.5,0.5,0,0,0
16558,0,0,-4.5,0.5,0,0,0
16576,0,0,-4.5,0.5,0,0,0
16611,0,0,-4.5,0.5,0,0,0
16628,0,0,-4.5,0.5,0,0,0
16642,0,0,-4.5,0.5,0,0,0
16668,0,0,-4.5,0.5,0,0,0
16687,0,0,-4.5,0.5,0,0,0
16716,0,0,-4.5,0.5,0,0,0
16734,0,0,-4.5,0.5,0,0,0
16763,0,0,-4.5,0.5,0,0,0
16782,0,0,-4.5,0.5,0,0,0
16810,0,0,-4.5,0.5,0,0,0
16839,0,0,-4.5,0.5,0,0,0
16876,0,0,-4.5,0.5,0,0,0
16894,0,0,-4.5,0.5,0,0,0
16934,0,0,-4.5,0.5,0,0,0
16963,0,0,-4.5,0.5,0,0,0
16991,0,0,-4.5,0.5,0,0,0
17017,0,0,-4.5,0.5,0,0,0
17048,0,0,-4.5,0.5,0,0,0
17064,0,0,-4.5,0.5,0,0,0
17094,0,0,-4.5,0.5,0,0,0
17116,0,0,-4.5,0.5,0,0,0
17137,0,0,-4.5,0.5,0,0,0
17162,0,0,-4.5,0.5,0,0,0
17193,0,0,-4.5,0.5,0,0,0
17215,0,0,-4.5,0.5,0,0,0
17239,0,0,-4.5,0.5,0,0,0
17267,0,0,-4.5,0.5,0,0,0
17285,0,0,-4.5,0.5,0,0,0
17329,0,0,-4.5,0.5,0,0,0
17359,0,0,-4.5,0.5,0,0,0
17377,0,0,-4.5,0.5,0,0,0
17398,0,0,-4.5,0.5,0,0,0
17445,0,0,-4.5,0.5,0,0,0
17468,0,0,-4.5,0.5,0,0,0
17499,0,0,-4.5,0.5,0,0,0
17519,0,0,-4.5,0.5,0,0,0
17565,0,0,-4.5,0.5,0,0,0
17586,0,0,-4.5,0.5,0,0,0
17612,0,0,-4.5,0.5,0,0,0
17633,0,0,-4.5,0.5,0,0,0
17680,0,0,-4.5,0.5,0,0,0
17715,0,0,-4.5,0.5,0,0,0
17760,0,0,-4.5,0.5,0,0,0
17784,0,0,-4.5,0.5,0,0,0
17828,0,0,-4.5,0.5,0,0,0
17843,0,0,-4.5,0.5,0,0,0
17871,0,0,-4.5,0.5,0,0,0
17890,0,0,-4.5,0.5,0,0,0
17922,0,0,-4.5,0.5,0,0,0
17941,0,0,-4.5,0.5,0,0,0
17960,0,0,-4.5,0.5,0,0,0
17986,0,0,-4.5,0.5,0,0,0
18007,0,0,-4.5,0.5,0,0,0
18034,0,0,-4.5,0.5,0,0,0
18057,0,0,-4.5,0.5,0,0,0
18084,0,0,-4.5,0.5,0,0,0
18130,0,0,-4.5,0.5,0,0,0
18152,0,0,-4.5,0.5,0,0,0
18167,0,0,-4.5,0.5,0,0,0
18200,0,0,-4.5,0.5,0,0,0
18223,0,0,-4.5,0.5,0,0,0
18254,0,0,-4.5,0.5,0,0,0
18268,0,0,-4.5,0.5,0,0,0
18296,0,0,-4.5,0.5,0,0,0
18313,0,0,-4.5,0.5,0,0,0
18333,0,0,-4.5,0.5,0,0,0
18361,0,0,-4.5,0.5,0,0,0
18377,0,0,-4.5,0.5,0,0,0
18403,0,0,-4.5,0.5,0,0,0
18423,0,0,-4.5,0.5,0,0,0
18454,0,0,-4.5,0.5,0,0,0
18477,0,0,-4.5,0.5,0,0,0
18506,0,0,-4.5,0.5,0,0,0
18526,0,0,-4.5,0.5,0,0,0
18554,0,0,-4.5,0.5,0,0,0
18576,0,0,-4.5,0.5,0,0,0
18605,0,0,-4.5,0.5,0,0,0
18625,0,0,-4.5,0.5,0,0,0
18643,0,0,-4.5,0.5,0,0,0
18677,0,0,-4.5,0.5,0,0,0
18699,0,0,-4.5,0.5,0,0,0
18722,0,0,-4.5,0.5,0,0,0
18742,0,0,-4.5,0.5,0,0,0
18769,0,0,-4.5,0.5,0,0,0
18788,0,0,-4.5,0.5,0,0,0
18811,0,0,-4.5,0.5,0,0,0
18833,0,0,-4.5,0.5,0,0,0
18848,0,0,-4.5,0.5,0,0,0
18882,0,0,-4.5,0.5,0,0,0
18899,0,0,-4.5,0.5,0,0,0
18921,0,0,-4.5,0.5,0,0,0
18940,0,0,-4.5,0.5,0,0,0
18957,0,0,-4.5,0.5,0,0,0
18985,0,0,-4.5,0.5,0,0,0
19001,0,0,-4.5,0.5,0,0,0
19028,0,0,-4.5,0.5,0,0,0
19050,0,0,-4.5,0.5,0,0,0
19073,0,0,-4.5,0.5,0,0,0
19105,0,0,-4.5,0.5,0,0,0
19125,0,0,-4.5,0.5,0,0,0
19139,0,0,-4.5,0.5,0,0,0
19172,0,0,-4.5,0.5,0,0,0
19188,0,0,-4.5,0.5,0,0,0
19215,0,0,-4.5,0.5,0,0,0
19234,0,0,-4.5,0.5,0,0,0
19248,0,0,-4.5,0.5,0,0,0
19277,0,0,-4.5,0.5,0,0,0
19296,0,0,-4.5,0.5,0,0,0
19324,0,0,-4.5,0.5,0,0,0
19342,0,0,-4.5,0.5,0,0,0
19367,0,0,-4.5,0.5,0,0,0
19390,0,0,-4.5,0.5,0,0,0
19411,0,0,-4.5,0.5,0,0,0
19442,0,0,-4.5,0.5,0,0,0
19461,0,0,-4.5,0.5,0,0,0
19487,0,0,-4.5,0.5,0,0,0
19513,0,0,-4.5,0.5,0,0,0
19541,0,0,-4.5,0.5,0,0,0
19561,0,0,-4.5,0.5,0,0,0
19593,0,0,-4.5,0.5,0,0,0
19623,0,0,-4.5,0.5,0,0,0
19659,0,0,-4.5,0.5,0,0,0
19674,0,0,-4.5,0.5,0,0,0
19700,0,0,-4.5,0.5,0,0,0
19730,0,0,-4.5,0.5,0,0,0
19745,0,0,-4.5,0.5,0,0,0
19773,0,0,-4.5,0.5,0,0,0
19793,0,0,-4.5,0.5,0,0,0
19833,0,0,-4.5,0.5,0,0,0
19858,0,0,-4.5,0.5,0,0,0
19897,0,0,-4.5,0.5,0,0,0
19915,0,0,-4.5,0.5,0,0,0
19948,0,0,-4.5,0.5,0,0,0
19972,0,0,-4.5,0.5,0,0,0
19987,0,0,-4.5,0.5,0,0,0
20019,0,0,-4.5,0.5,0,0,0
20036,0,0,-4.5,0.5,0,0,0
20079,0,0,-4.5,0.5,0,0,0
20103,0,0,-4.5,0.5,0,0,0
20138,0,0,-4.5,0.5,0,0,0
20156,0,0,-4.5,0.5,0,0,0
20200,0,0,-4.5,0.5,0,0,0
20230,0,0,-4.5,0.5,0,0,0
20253,0,0,-4.5,0.5,0,0,0
20282,0,0,-4.5,0.5,0,0,0
20307,0,0,-4.5,0.5,0,0,0
20355,0,0,-4.5,0.5,0,0,0
20415,0,0,-4.5,0.5,0,0,0
20450,0,0,-4.5,0.5,0,0,0
20485,0,0,-4.5,0.5,0,0,0
20512,0,0,-4.5,0.5,0,0,0
20547,0,0,-4.5,0.5,0,0,0
20564,0,0,-4.5,0.5,0,0,0
20595,0,0,-4.5,0.5,0,0,0
20614,0,0,-4.5,0.5,0,0,0
20636,0,0,-4.5,0.5,0,0,0
20671,0,0,-4.5,0.5,0,0,0
20686,0,0,-4.5,0.5,0,0,0
20715,0,0,-4.5,0.5,0,0,0
20732,0,0,-4.5,0.5,0,0,0
20763,0,0,-4.5,0.5,0,0,0
20793,0,0,-4.5,0.5,0,0,0
20817,0,0,-4.5,0.5,0,0,0
20852,0,0,-4.5,0.5,0,0,0
20868,0,0,-4.5,0.5,0,0,0
20893,0,0,-4.5,0.5,0,0,0
20917,0,0,-4.5,0.5,0,0,0
20936,0,0,-4.5,0.5,0,0,0
20962,0,0,-4.5,0.5,0,0,0
20979,0,0,-4.5,0.5,0,0,0
21011,0,0,-4.5,0.5,0,0,0
21025,0,0,-4.5,0.5,0,0,0
21051,0,0,-4.5,0.5,0,0,0
21071,0,0,-4.5,0.5,0,0,0
21097,0,0,-4.5,0.5,0,0,0
21123,0,0,-4.5,0.5,0,0,0
21207,0,0,-4.5,0.5,0,0,0
21227,0,0,-4.5,0.5,0,0,0
21250,0,0,-4.5,0.5,0,0,0
21270,0,0,-4.5,0.5,0,0,0
21285,0,0,-4.5,0.5,0,0,0
21310,0,0,-4.5,0.5,0,0,0
21326,0,0,-4.5,0.5,0,0,0
21346,0,0,-4.5,0.5,0,0,0
21371,0,0,-4.5,0.5,0,0,0
21387,0,0,-4.5,0.5,0,0,0
21421,0,0,-4.5,0.5,0,0,0
21444,0,0,-4.5,0.5,0,0,0
21474,0,0,-4.5,0.5,0,0,0
21497,0,0,-4.5,0.5,0,0,0
21526,0,0,-4.5,0.5,0,0,0
21556,0,0,-4.5,0.5,0,0,0
21573,0,0,-4.5,0.5,0,0,0
21605,0,0,-4.5,0.5,0,0,0
21622,0,0,-4.5,0.5,0,0,0
21662,0,0,-4.5,0.5,0,0,0
21686,0,0,-4.5,0.5,0,0,0
21712,0,0,-4.5,0.5,0,0,0
21738,0,0,-4.5,0.5,0,0,0
21787,0,0,-4.5,0.5,0,0,0
21820,0,0,-4.5,0.5,0,0,0
21858,0,0,-4.5,0.5,0,0,0
21891,0,0,-4.5,0.5,0,0,0
21916,0,0,-4.5,0.5,0,0,0
21937,0,0,-4.5,0.5,0,0,0
21966,0,0,-4.5,0.5,0,0,0
21983,0,0,-4.5,0.5,0,0,0
22022,0,0,-4.5,0.5,0,0,0
22043,0,0,-4.5,0.5,0,0,0
22071,0,0,-4.5,0.5,0,0,0
22094,0,0,-4.5,0.5,0,0,0
22126,0,0,-4.5,0.5,0,0,0
22144,0,0,-4.5,0.5,0,0,0
22178,0,0,-4.5,0.5,0,0,0
22199,0,0,-4.5,0.5,0,0,0
22223,0,0,-4.5,0.5,0,0,0
22267,0,0,-4.5,0.5,0,0,0
22306,0,0,-4.5,0.5,0,0,0
22339,0,0,-4.5,0.5,0,0,0
22377,0,0,-4.5,0.5,0,0,0
22399,0,0,-4.5,0.5,0,0,0
22425,0,0,-4.5,0.5,0,0,0
22447,0,0,-4.5,0.5,0,0,0
22465,0,0,-4.5,0.5,0,0,0
22499,0,0,-4.5,0.5,0,0,0
22515,0,0,-4.5,0.5,0,0,0
22545,0,0,-4.5,0.5,0,0,0
22565,0,0,-4.5,0.5,0,0,0
22593,0,0,-4.5,0.5,0,0,0
22620,0,0,-4.5,0.5,0,0,0
22641,0,0,-4.5,0.5,0,0,0
22671,0,0,-4.5,0.5,0,0,0
22687,0,0,-4.5,0.5,0,0,0
22728,0,0,-4.5,0.5,0,0,0
22756,0,0,-4.5,0.5,0,0,0
22797,0,0,-4.5,0.5,0,0,0
22834,0,0,-4.5,0.5,0,0,0
22858,0,0,-4.5,0.5,0,0,0
22892,0,0,-4.5,0.5,0,0,0
22919,0,0,-4.5,0.5,0,0,0
22954,0,0,-4.5,0.5,0,0,0
22981,0,0,-4.5,0.5,0,0,0
23040,0,0,-4.5,0.5,0,0,0
23099,0,0,-4.5,0.5,0,0,0
23126,0,0,-4.5,0.5,0,0,0
23172,0,0,-4.5,0.5,0,0,0
23204,0,0,-4.5,0.5,0,0,0
23235,0,0,-4.5,0.5,0,0,0
23258,0,0,-4.5,0.5,0,0,0
23295,0,0,-4.5,0.5,0,0,0
23314,0,0,-4.5,0.5,0,0,0
23344,0,0,-4.5,0.5,0,0,0
23371,0,0,-4.5,0.5,0,0,0
23406,0,0,-4.5,0.5,0,0,0
23431,0,0,-4.5,0.5,0,0,0
23474,0,0,-4.5,0.5,0,0,0
23506,0,0,-4.5,0.5,0,0,0
23535,0,0,-4.5,0.5,0,0,0
23567,0,0,-4.5,0.5,0,0,0
23597,0,0,-4.5,0.5,0,0,0
23614,0,0,-4.5,0.5,0,0,0
23649,0,0,-4.5,0.5,0,0,0
23672,0,0,-4.5,0.5,0,0,0
23702,0,0,-4.5,0.5,0,0,0
23720,0,0,-4.5,0.5,0,0,0
23748,0,0,-4.5,0.5,0,0,0
23783,0,0,-4.5,0.5,0,0,0
23814,0,0,-4.5,0.5,0,0,0
23838,0,0,-4.5,0.5,0,0,0
23863,0,0,-4.5,0.5,0,0,0
23885,0,0,-4.5,0.5,0,0,0
23910,0,0,-4.5,0.5,0,0,0
23940,0,0,-4.5,0.5,0,0,0
23963,0,0,-4.5,0.5,0,0,0
23993,0,0,-4.5,0.5,0,0,0
24009,0,0,-4.5,0.5,0,0,0
24040,0,0,-4.5,0.5,0,0,0
24061,0,0,-4.5,0.5,0,0,0
24088,0,0,-4.5,0.5,0,0,0
24125,0,0,-4.5,0.5,0,0,0
24142,0,0,-4.5,0.5,0,0,0
24179,0,0,-4.5,0.5,0,0,0
24202,0,0,-4.5,0.5,0,0,0
24226,0,0,-4.5,0.5,0,0,0
24248,0,0,-4.5,0.5,0,0,0
24281,0,0,-4.5,0.5,0,0,0
24298,0,0,-4.5,0.5,0,0,0
24343,0,0,-4.5,0.5,0,0,0
24362,0,0,-4.5,0.5,0,0,0
24395,0,0,-4.5,0.5,0,0,0
24425,0,0,-4.5,0.5,0,0,0
24473,0,0,-4.5,0.5,0,0,0
24495,0,0,-4.5,0.5,0,0,0
24530,0,0,-4.5,0.5,0,0,0
24548,0,0,-4.5,0.5,0,0,0
24584,0,0,-4.5,0.5,0,0,0
24602,0,0,-4.5,0.5,0,0,0
24630,0,0,-4.5,0.5,0,0,0
24649,0,0,-4.5,0.5,0,0,0
24671,0,0,-4.5,0.5,0,0,0
24708,0,0,-4.5,0.5,0,0,0
24725,0,0,-4.5,0.5,0,0,0
24754,0,0,-4.5,0.5,0,0,0
24776,0,0,-4.5,0.5,0,0,0
24807,0,0,-4.5,0.5,0,0,0
24827,0,0,-4.5,0.5,0,0,0
24846,0,0,-4.5,0.5,0,0,0
24874,0,0,-4.5,0.5,0,0,0
24901,0,0,-4.5,0.5,0,0,0
24930,0,0,-4.5,0.5,0,0,0
24953,0,0,-4.5,0.5,0,0,0
24995,0,0,-4.5,0.5,0,0,0
25017,0,0,-4.5,0.5,0,0,0
25051,0,0,-4.5,0.5,0,0,0
25079,0,0,-4.5,0.5,0,0,0
25106,0,0,-4.5,0.5,0,0,0
25126,0,0,-4.5,0.5,0,0,0
25156,0,0,-4.5,0.5,0,0,0
25180,0,0,-4.5,0.5,0,0,0
25208,0,0,-4.5,0.5,0,0,0
25232,0,0,-4.5,0.5,0,0,0
25258,0,0,-4.5,0.5,0,0,0
25283,0,0,-4.5,0.5,0,0,0
25301,0,0,-4.5,0.5,0,0,0
25333,0,0,-4.5,0.5,0,0,0
25358,0,0,-4.5,0.5,0,0,0
25392,0,0,-4.5,0.5,0,0,0
25416,0,0,-4.5,0.5,0,0,0
25447,0,0,-4.5,0.5,0,0,0
25473,0,0,-4.5,0.5,0,0,0
25497,0,0,-4.5,0.5,0,0,0
25522,0,0,-4.5,0.5,0,0,0
25546,0,0,-4.5,0.5,0,0,0
25579,0,0,-4.5,0.5,0,0,0
25611,0,0,-4.5,0.5,0,0,0
25637,0,0,-4.5,0.5,0,0,0
25684,0,0,-4.5,0.5,0,0,0
25719,0,0,-4.5,0.5,0,0,0
25750,0,0,-4.5,0.5,0,0,0
25813,0,0,-4.5,0.5,0,0,0
25845,0,0,-4.5,0.5,0,0,0
25879,0,0,-4.5,0.5,0,0,0
25907,0,0,-4.5,0.5,0,0,0
25923,0,0,-4.5,0.5,0,0,0
25962,0,0,-4.5,0.5,0,0,0
25981,0,0,-4.5,0.5,0,0,0
26012,0,0,-4.5,0.5,0,0,0
26033,0,0,-4.5,0.5,0,0,0
26072,0,0,-4.5,0.5,0,0,0
26126,0,0,-4.5,0.5,0,0,0
26159,0,0,-4.5,0.5,0,0,0
26194,0,0,-4.5,0.5,0,0,0
26217,0,0,-4.5,0.5,0,0,0
26246,0,0,-4.5,0.5,0,0,0
26277,0,0,-4.5,0.5,0,0,0
26307,0,0,-4.5,0.5,0,0,0
26326,0,0,-4.5,0.5,0,0,0
26360,0,0,-4.5,0.5,0,0,0
26378,0,0,-4.5,0.5,0,0,0
26409,0,0,-4.5,0.5,0,0,0
26437,0,0,-4.5,0.5,0,0,0
26456,0,0,-4.5,0.5,0,0,0
26485,0,0,-4.5,0.5,0,0,0
26502,0,0,-4.5,0.5,0,0,0
26536,0,0,-4.5,0.5,0,0,0
26559,0,0,-4.5,0.5,0,0,0
26590,0,0,-4.5,0.5,0,0,0
26609,0,0,-4.5,0.5,0,0,0
26642,0,0,-4.5,0.5,0,0,0
26670,0,0,-4.5,0.5,0,0,0
26703,0,0,-4.5,0.5,0,0,0
26721,0,0,-4.5,0.5,0,0,0
26752,0,0,-4.5,0.5,0,0,0
26774,0,0,-4.5,0.5,0,0,0
26810,0,0,-4.5,0.5,0,0,0
26835,0,0,-4.5,0.5,0,0,0
26857,0,0,-4.5,0.5,0,0,0
26890,0,0,-4.5,0.5,0,0,0
26919,0,0,-4.5,0.5,0,0,0
26944,0,0,-4.5,0.5,0,0,0
26966,0,0,-4.5,0.5,0,0,0
26994,0,0,-4.5,0.5,0,0,0
27026,0,0,-4.5,0.5,0,0,0
27062,0,0,-4.5,0.5,0,0,0
27089,0,0,-4.5,0.5,0,0,0
27141,0,0,-4.5,0.5,0,0,0
27173,0,0,-4.5,0.5,0,0,0
27197,0,0,-4.5,0.5,0,0,0
27223,0,0,-4.5,0.5,0,0,0
27250,0,0,-4.5,0.5,0,0,0
27277,0,0,-4.5,0.5,0,0,0
27306,0,0,-4.5,0.5,0,0,0
27331,0,0,-4.5,0.5,0,0,0
27367,0,0,-4.5,0.5,0,0,0
27390,0,0,-4.5,0.5,0,0,0
27420,0,0,-4.5,0.5,0,0,0
27438,0,0,-4.5,0.5,0,0,0
27467,0,0,-4.5,0.5,0,0,0
27484,0,0,-4.5,0.5,0,0,0
27523,0,0,-4.5,0.5,0,0,0
27547,0,0,-4.5,0.5,0,0,0
27585,0,0,-4.5,0.5,0,0,0
27608,0,0,-4.5,0.5,0,0,0
27647,0,0,-4.5,0.5,0,0,0
27680,0,0,-4.5,0.5,0,0,0
27703,0,0,-4.5,0.5,0,0,0
27731,0,0,-4.5,0.5,0,0,0
27748,0,0,-4.5,0.5,0,0,0
27777,0,0,-4.5,0.5,0,0,0
27797,0,0,-4.5,0.5,0,0,0
27821,0,0,-4.5,0.5,0,0,0
27849,0,0,-4.5,0.5,0,0,0
27877,0,0,-4.5,0.5,0,0,0
27908,0,0,-4.5,0.5,0,0,0
27931,0,0,-4.5,0.5,0,0,0
27958,0,0,-4.5,0.5,0,0,0
27980,0,0,-4.5,0.5,0,0,0
28012,0,0,-4.5,0.5,0,0,0
28035,0,0,-4.5,0.5,0,0,0
28063,0,0,-4.5,0.5,0,0,0
28092,0,0,-4.5,0.5,0,0,0
28123,0,0,-4.5,0.5,0,0,0
28153,0,0,-4.5,0.5,0,0,0
28181,0,0,-4.5,0.5,0,0,0
28214,0,0,-4.5,0.5,0,0,0
28230,0,0,-4.5,0.5,0,0,0
28265,0,0,-4.5,0.5,0,0,0
28281,0,0,-4.5,0.5,0,0,0
28312,0,0,-4.5,0.5,0,0,0
28330,0,0,-4.5,0.5,0,0,0
28367,0,0,-4.5,0.5,0,0,0
28386,0,0,-4.5,0.5,0,0,0
28405,0,0,-4.5,0.5,0,0,0
28436,0,0,-4.5,0.5,0,0,0
28469,0,0,-4.5,0.5,0,0,0
28494,0,0,-4.5,0.5,0,0,0
28518,0,0,-4.5,0.5,0,0,0
28546,0,0,-4.5,0.5,0,0,0
28567,0,0,-4.5,0.5,0,0,0
28597,0,0,-4.5,0.5,0,0,0
28619,0,0,-4.5,0.5,0,0,0
28645,0,0,-4.5,0.5,0,0,0
28675,0,0,-4.5,0.5,0,0,0
28708,0,0,-4.5,0.5,0,0,0
28740,0,0,-4.5,0.5,0,0,0
28778,0,0,-4.5,0.5,0,0,0
28810,0,0,-4.5,0.5,0,0,0
28851,0,0,-4.5,0.5,0,0,0
28874,0,0,-4.5,0.5,0,0,0
28905,0,0,-4.5,0.5,0,0,0
28925,0,0,-4.5,0.5,0,0,0
28952,0,0,-4.5,0.5,0,0,0
28969,0,0,-4.5,0.5,0,0,0
28997,0,0,-4.5,0.5,0,0,0
29022,0,0,-4.5,0.5,0,0,0
29050,0,0,-4.5,0.5,0,0,0
29069,0,0,-4.5,0.5,0,0,0
29093,0,0,-4.5,0.5,0,0,0
29123,0,0,-4.5,0.5,0,0,0
29151,0,0,-4.5,0.5,0,0,0
29182,0,0,-4.5,0.5,0,0,0
29205,0,0,-4.5,0.5,0,0,0
29234,0,0,-4.5,0.5,0,0,0
29253,0,0,-4.5,0.5,0,0,0
29292,0,0,-4.5,0.5,0,0,0
29312,0,0,-4.5,0.5,0,0,0
29348,0,0,-4.5,0.5,0,0,0
29372,0,0,-4.5,0.5,0,0,0
29404,0,0,-4.5,0.5,0,0,0
29426,0,0,-4.5,0.5,0,0,0
29455,0,0,-4.5,0.5,0,0,0
29478,0,0,-4.5,0.5,0,0,0
29505,0,0,-4.5,0.5,0,0,0
29526,0,0,-4.5,0.5,0,0,0
29548,0,0,-4.5,0.5,0,0,0
29577,0,0,-4.5,0.5,0,0,0
29595,0,0,-4.5,0.5,0,0,0
29637,0,0,-4.5,0.5,0,0,0
29670,0,0,-4.5,0.5,0,0,0
29701,0,0,-4.5,0.5,0,0,0
29742,0,0,-4.5,0.5,0,0,0
29778,0,0,-4.5,0.5,0,0,0
29815,0,0,-4.5,0.5,0,0,0
29838,0,0,-4.5,0.5,0,0,0
29874,0,0,-4.5,0.5,0,0,0
29903,0,0,-4.5,0.5,0,0,0
29930,0,0,-4.5,0.5,0,0,0
29965,0,0,-4.5,0.5,0,0,0
29988,0,0,-4.5,0.5,0,0,0
30014,0,0,-4.5,0.5,0,0,0
30047,0,0,-4.5,0.5,0,0,0
30074,0,0,-4.5,0.5,0,0,0
30104,0,0,-4.5,0.5,0,0,0
30125,0,0,-4.5,0.5,0,0,0
30149,0,0,-4.5,0.5,0,0,0
30195,0,0,-4.5,0.5,0,0,0
30227,0,0,-4.5,0.5,0,0,0
30268,0,0,-4.5,0.5,0,0,0
30312,0,0,-4.5,0.5,0,0,0
30339,0,0,-4.5,0.5,0,0,0
30369,0,0,-4.5,0.5,0,0,0
30389,0,0,-4.5,0.5,0,0,0
30422,0,0,-4.5,0.5,0,0,0
30445,0,0,-4.5,0.5,0,0,0
30477,0,0,-4.5,0.5,0,0,0
30501,0,0,-4.5,0.5,0,0,0
30532,0,0,-4.5,0.5,0,0,0
30551,0,0,-4.5,0.5,0,0,0
30590,0,0,-4.5,0.5,0,0,0
30621,0,0,-4.5,0.5,0,0,0
30649,0,0,-4.5,0.5,0,0,0
30685,0,0,-4.5,0.5,0,0,0
30712,0,0,-4.5,0.5,0,0,0
30739,0,0,-4.5,0.5,0,0,0
30764,0,0,-4.5,0.5,0,0,0
30790,0,0,-4.5,0.5,0,0,0
30826,0,0,-4.5,0.5,0,0,0
30860,0,0,-4.5,0.5,0,0,0
30889,0,0,-4.5,0.5,0,0,0
30916,0,0,-4.5,0.5,0,0,0
30963,0,0,-4.5,0.5,0,0,0
31007,0,0,-4.5,0.5,0,0,0
31049,0,0,-4.5,0.5,0,0,0
31101,0,0,-4.5,0.5,0,0,0
31135,0,0,-4.5,0.5,0,0,0
31154,0,0,-4.5,0.5,0,0,0
31185,0,0,-4.5,0.5,0,0,0
31210,0,0,-4.5,0.5,0,0,0
31239,0,0,-4.5,0.5,0,0,0
31261,0,0,-4.5,0.5,0,0,0
31290,0,0,-4.5,0.5,0,0,0
31321,0,0,-4.5,0.5,0,0,0
31357,0,0,-4.5,0.5,0,0,0
31395,0,0,-4.5,0.5,0,0,0
31428,0,0,-4.5,0.5,0,0,0
31453,0,0,-4.5,0.5,0,0,0
31472,0,0,-4.5,0.5,0,0,0
31489,0,0,-4.5,0.5,0,0,0
31525,0,0,-4.5,0.5,0,0,0
31547,0,0,-4.5,0.5,0,0,0
31569,0,0,-4.5,0.5,0,0,0
31600,0,0,-4.5,0.5,0,0,0
31625,0,0,-4.5,0.5,0,0,0
31676,0,0,-4.5,0.5,0,0,0
31704,0,0,-4.5,0.5,0,0,0
31733,0,0,-4.5,0.5,0,0,0
31751,0,0,-4.5,0.5,0,0,0
31784,0,0,-4.5,0.5,0,0,0
31820,0,0,-4.5,0.5,0,0,0
31847,0,0,-4.5,0.5,0,0,0
31868,0,0,-4.5,0.5,0,0,0
31899,0,0,-4.5,0.5,0,0,0
31921,0,0,-4.5,0.5,0,0,0
31948,0,0,-4.5,0.5,0,0,0
31980,0,0,-4.5,0.5,0,0,0
32008,0,0,-4.5,0.5,0,0,0
32029,0,0,-4.5,0.5,0,0,0
32062,0,0,-4.5,0.5,0,0,0
32091,0,0,-4.5,0.5,0,0,0
32121,0,0,-4.5,0.5,0,0,0
32137,0,0,-4.5,0.5,0,0,0
32174,0,0,-4.5,0.5,0,0,0
32200,0,0,-4.5,0.5,0,0,0
32231,0,0,-4.5,0.5,0,0,0
32251,0,0,-4.5,0.5,0,0,0
32285,0,0,-4.5,0.5,0,0,0
