t,x,z,z,v_x,v_y,v_z,phi,theta,psi,p,q,r,phi_r,theta_r,psi_r,force_0,force_1,force_2
24696,3.63002,0.00920806,-4.41871,0.499498,0.000162179,0.000910662,1.93989e-06,-0.0254999,0,-2.0448e-06,-6.34853e-06,1.23155e-11,2.77864e-06,-0.0254972,0,-0.249677,-8.16639e-05,-9.79682
24716,3.64001,0.00921131,-4.41869,0.499501,0.000160937,0.000910672,1.899e-06,-0.0255,0,-2.40009e-06,-7.40711e-06,1.40661e-11,1.39418e-06,-0.0255015,0,-0.249679,-8.10782e-05,-9.79682
24744,3.654,0.00921581,-4.41867,0.499507,0.000159205,0.00091066,1.83179e-06,-0.0255002,0,-4.80232e-06,-1.48639e-05,2.72276e-11,6.09041e-07,-0.025504,0,-0.249681,-8.04578e-05,-9.79682
24767,3.66498,0.00921932,-4.41865,0.499511,0.000157849,0.000910672,1.72614e-06,-0.0255005,0,-3.64209e-06,-1.12762e-05,1.94643e-11,1.49475e-06,-0.0255012,0,-0.249684,-7.95925e-05,-9.79682
24797,3.67997,0.00922405,-4.41862,0.499517,0.000155989,0.000910659,1.61688e-06,-0.0255009,0,-6.70061e-06,-2.07462e-05,3.35441e-11,5.10607e-08,-0.0255057,0,-0.249686,-7.89151e-05,-9.79682
24837,3.69945,0.00923014,-4.41858,0.499524,0.000153565,0.000910679,1.35556e-06,-0.0255017,0,-6.90227e-06,-2.12297e-05,2.8778e-11,3.59064e-07,-0.0255047,0,-0.249689,-7.79865e-05,-9.79682
24863,3.71244,0.00923413,-4.41856,0.499529,0.000151915,0.000910668,1.1761e-06,-0.0255022,0,-5.07772e-07,-1.44903e-06,1.7042e-12,2.57257e-06,-0.0254979,0,-0.249693,-7.67758e-05,-9.79682
24882,3.72193,0.00923702,-4.41854,0.499533,0.00015069,0.00091066,1.16645e-06,-0.0255022,0,-1.09098e-07,-1.897e-07,2.21276e-13,1.29453e-06,-0.0255018,0,-0.249695,-7.59504e-05,-9.79682
24915,3.73841,0.00924199,-4.41851,0.49954,0.000148581,0.000910677,1.16285e-06,-0.0255023,0,-2.8957e-06,-8.93871e-06,1.03944e-11,3.02388e-07,-0.0255049,0,-0.249697,-7.53384e-05,-9.79682
24935,3.7484,0.00924496,-4.41849,0.499544,0.000147324,0.000910668,1.10494e-06,-0.0255024,0,3.93157e-07,1.20839e-06,-1.33519e-12,2.28605e-06,-0.0254988,0,-0.2497,-7.42842e-05,-9.79682
24960,3.76089,0.00924864,-4.41847,0.499548,0.000145753,0.000910658,1.11477e-06,-0.0255024,0,6.82019e-06,2.11998e-05,-2.36328e-11,3.74652e-06,-0.0254942,0,-0.249702,-7.36552e-05,-9.79682
24980,3.77038,0.00925141,-4.41845,0.499552,0.000144576,0.000910668,1.24435e-06,-0.025502,0,3.7165e-06,1.15283e-05,-1.43453e-11,7.0888e-07,-0.0255037,0,-0.249705,-7.28691e-05,-9.79682
24992,3.77588,0.009253,-4.41844,0.499554,0.000143915,0.000910663,1.28523e-06,-0.0255019,0,5.4341e-06,1.67867e-05,-2.15747e-11,3.47477e-06,-0.0254951,0,-0.249706,-7.22803e-05,-9.79682
25024,3.79187,0.00925761,-4.41842,0.49956,0.000142015,0.00091068,1.45912e-06,-0.0255013,0,-4.12745e-06,-1.27772e-05,1.86436e-11,-7.24617e-07,-0.0255081,0,-0.249707,-7.19488e-05,-9.79682
25047,3.80286,0.00926073,-4.4184,0.499564,0.000140768,0.00091067,1.36832e-06,-0.0255016,0,-1.75307e-06,-5.50214e-06,7.52868e-12,1.79545e-06,-0.0255003,0,-0.24971,-7.09996e-05,-9.79682
25061,3.80935,0.00926256,-4.41838,0.499566,0.000140027,0.000910664,1.34553e-06,-0.0255017,0,7.30012e-07,2.24336e-06,-3.0185e-12,2.96283e-06,-0.0254967,0,-0.249712,-7.0376e-05,-9.79682
25088,3.82284,0.00926634,-4.41836,0.499571,0.000138493,0.000910653,1.36524e-06,-0.0255016,0,-4.40808e-06,-1.36825e-05,1.86799e-11,-4.26067e-07,-0.0255072,0,-0.249713,-7.00055e-05,-9.79682
25111,3.83433,0.00926953,-4.41834,0.499575,0.000137208,0.000910665,1.26385e-06,-0.0255019,0,-2.00864e-06,-6.15899e-06,7.78405e-12,1.61502e-06,-0.0255008,0,-0.249716,-6.9239e-05,-9.79682
25124,3.84032,0.00927118,-4.41833,0.499577,0.000136534,0.00091066,1.23975e-06,-0.025502,0,2.60672e-07,9.19182e-07,-1.13955e-12,2.79339e-06,-0.0254972,0,-0.249718,-6.85967e-05,-9.79682
25157,3.85681,0.00927568,-4.4183,0.499583,0.000134682,0.000910677,1.24835e-06,-0.025502,0,-5.84947e-06,-1.80737e-05,2.25623e-11,-5.64888e-07,-0.0255076,0,-0.249719,-6.82594e-05,-9.79682
25172,3.8643,0.0092777,-4.41828,0.499585,0.000133855,0.000910671,1.16061e-06,-0.0255023,0,-2.12314e-06,-6.60102e-06,7.6612e-12,2.67966e-06,-0.0254976,0,-0.249722,-6.7334e-05,-9.79682
25194,3.87529,0.00928065,-4.41826,0.499589,0.000132633,0.000910661,1.1139e-06,-0.0255024,0,-1.54988e-06,-4.8124e-06,5.36053e-12,1.03902e-06,-0.0255026,0,-0.249723,-6.6921e-05,-9.79682
25221,3.88878,0.00928423,-4.41824,0.499594,0.000131137,0.000910675,1.07205e-06,-0.0255025,0,-3.45909e-06,-1.07347e-05,1.15082e-11,1.27807e-07,-0.0255055,0,-0.249725,-6.63102e-05,-9.79682
25242,3.89927,0.00928698,-4.41822,0.499597,0.000129981,0.000910666,9.99412e-07,-0.0255028,0,6.4541e-07,1.89241e-06,-1.89129e-12,2.40394e-06,-0.0254985,0,-0.249727,-6.55628e-05,-9.79682
25275,3.91576,0.00929127,-4.41819,0.499603,0.00012816,0.000910683,1.02071e-06,-0.0255027,0,-3.73613e-06,-1.16796e-05,1.19215e-11,-2.12154e-07,-0.0255065,0,-0.249729,-6.49845e-05,-9.79682
25308,3.93225,0.0092955,-4.41816,0.499608,0.000126375,0.0009107,8.97418e-07,-0.0255031,0,-1.7153e-06,-5.44826e-06,4.88937e-12,9.6058e-07,-0.0255029,0,-0.249732,-6.40746e-05,-9.79682
25332,3.94424,0.00929853,-4.41814,0.499613,0.00012507,0.000910713,8.56251e-07,-0.0255032,0,5.4998e-06,1.70565e-05,-1.46047e-11,3.59495e-06,-0.0254947,0,-0.249735,-6.31826e-05,-9.79682
25356,3.95623,0.00930154,-4.41812,0.499617,0.000123771,0.000910725,9.88246e-07,-0.0255028,0,3.02746e-06,9.4405e-06,-9.32953e-12,8.16072e-07,-0.0255033,0,-0.249737,-6.25291e-05,-9.79682
25397,3.97671,0.00930661,-4.41808,0.499623,0.00012163,0.000910745,1.11237e-06,-0.0255024,0,-3.03236e-06,-9.36691e-06,1.04195e-11,5.51832e-08,-0.0255057,0,-0.249739,-6.18787e-05,-9.79682
25420,3.9882,0.00930941,-4.41806,0.499627,0.000120482,0.000910734,1.04263e-06,-0.0255026,0,2.22511e-06,7.00171e-06,-7.30018e-12,2.8524e-06,-0.025497,0,-0.249742,-6.0809e-05,-9.79682
25436,3.9962,0.00931134,-4.41804,0.499629,0.000119682,0.000910742,1.07823e-06,-0.0255025,0,2.91428e-06,9.07309e-06,-9.78287e-12,1.87388e-06,-0.0255001,0,-0.249744,-6.02349e-05,-9.79682
25476,4.01618,0.00931612,-4.41801,0.499635,0.000117711,0.000910723,1.1948e-06,-0.0255022,0,-5.91047e-06,-1.8326e-05,2.18959e-11,-6.03389e-07,-0.0255077,0,-0.249745,-5.9834e-05,-9.79682
25492,4.02418,0.00931801,-4.41799,0.499638,0.000116957,0.000910716,1.10023e-06,-0.0255025,0,2.75266e-06,8.53713e-06,-9.39283e-12,5.54537e-06,-0.0254887,0,-0.249748,-5.88491e-05,-9.79682
25524,4.04017,0.00932175,-4.41796,0.499642,0.000115431,0.000910701,1.18832e-06,-0.0255022,0,-3.23703e-06,-1.01091e-05,1.20128e-11,-2.76067e-07,-0.0255067,0,-0.249749,-5.84715e-05,-9.79682
25541,4.04866,0.00932371,-4.41795,0.499645,0.000114648,0.000910694,1.13329e-06,-0.0255023,0,3.3351e-06,1.03348e-05,-1.17123e-11,4.47161e-06,-0.025492,0,-0.249752,-5.77087e-05,-9.79682
25560,4.05765,0.00932578,-4.41793,0.499647,0.000113816,0.000910686,1.19332e-06,-0.0255022,0,1.85578e-06,5.68278e-06,-6.78138e-12,9.11766e-07,-0.0255031,0,-0.249753,-5.73168e-05,-9.79682
25600,4.07764,0.00933033,-4.41789,0.499653,0.000112007,0.000910668,1.26755e-06,-0.0255019,0,-6.82035e-06,-2.12776e-05,2.69704e-11,-6.41672e-07,-0.0255079,0,-0.249754,-5.69004e-05,-9.79682
25621,4.08813,0.00933268,-4.41788,0.499656,0.000111092,0.000910659,1.12432e-06,-0.0255024,0,7.15901e-07,2.09911e-06,-2.36008e-12,3.62858e-06,-0.0254946,0,-0.249757,-5.59971e-05,-9.79682
25650,4.10212,0.00933579,-4.41785,0.49966,0.000109846,0.000910674,1.14437e-06,-0.0255023,0,-2.06309e-06,-6.50589e-06,7.44514e-12,2.60688e-07,-0.0255051,0,-0.249758,-5.55394e-05,-9.79682
25670,4.11212,0.00933799,-4.41783,0.499662,0.000108971,0.000910665,1.10311e-06,-0.0255025,0,7.30001e-07,2.2393e-06,-2.47019e-12,2.16956e-06,-0.0254991,0,-0.24976,-5.49163e-05,-9.79682
25688,4.12111,0.00933995,-4.41782,0.499665,0.000108185,0.000910657,1.11625e-06,-0.0255024,0,4.43239e-07,1.3767e-06,-1.53674e-12,1.0752e-06,-0.0255025,0,-0.249762,-5.44791e-05,-9.79682
25723,4.1381,0.00934363,-4.41778,0.499669,0.000106718,0.000910675,1.13132e-06,-0.0255024,0,-4.239e-06,-1.30767e-05,1.47939e-11,-1.81099e-07,-0.0255064,0,-0.249763,-5.4086e-05,-9.79682
25738,4.14559,0.00934523,-4.41777,0.499671,0.000106084,0.000910669,1.06773e-06,-0.0255026,0,1.23126e-07,4.98847e-07,-5.32635e-13,3.27638e-06,-0.0254957,0,-0.249765,-5.33528e-05,-9.79682
25767,4.16008,0.0093483,-4.41774,0.499675,0.00010485,0.000910656,1.0713e-06,-0.0255025,0,-3.38664e-06,-1.04047e-05,1.11466e-11,-1.2037e-07,-0.0255062,0,-0.249766,-5.30358e-05,-9.79682
25789,4.17058,0.00935051,-4.41773,0.499678,0.000103969,0.000910667,1.00018e-06,-0.0255028,0,-1.4334e-06,-4.42664e-06,4.42745e-12,1.39182e-06,-0.0255016,0,-0.249768,-5.24189e-05,-9.79681
25812,4.18207,0.0093529,-4.4177,0.499681,0.000102999,0.000910679,9.67215e-07,-0.0255029,0,1.7192e-06,5.45485e-06,-5.27602e-12,2.11287e-06,-0.0254993,0,-0.249769,-5.19789e-05,-9.79682
25837,4.19456,0.00935547,-4.41768,0.499684,0.000101949,0.000910692,1.0102e-06,-0.0255027,0,-1.02251e-06,-3.06861e-06,3.0999e-12,1.7999e-07,-0.0255053,0,-0.249771,-5.14935e-05,-9.79681
25858,4.20506,0.00935761,-4.41766,0.499687,0.000101086,0.000910703,9.88723e-07,-0.0255028,0,7.19098e-07,2.25861e-06,-2.23314e-12,1.65548e-06,-0.0255007,0,-0.249772,-5.09684e-05,-9.79681
25875,4.21305,0.00935923,-4.41765,0.499689,0.000100432,0.000910711,1.00023e-06,-0.0255028,0,1.64083e-06,5.1616e-06,-5.16278e-12,1.69424e-06,-0.0255006,0,-0.249774,-5.05371e-05,-9.79681
25910,4.23004,0.00936265,-4.41762,0.499693,9.90585e-05,0.000910728,1.05602e-06,-0.0255026,0,-4.5805e-06,-1.41393e-05,1.49314e-11,-5.34224e-07,-0.0255075,0,-0.249775,-5.021e-05,-9.79681
25933,4.24153,0.00936493,-4.4176,0.499696,9.81574e-05,0.000910739,9.50665e-07,-0.0255029,0,1.16489e-06,3.67697e-06,-3.49556e-12,2.72952e-06,-0.0254974,0,-0.249777,-4.95236e-05,-9.79681
25959,4.25452,0.00936748,-4.41757,0.499699,9.71236e-05,0.000910752,9.80952e-07,-0.0255028,0,-3.2878e-07,-9.16407e-07,8.98952e-13,5.85857e-07,-0.025504,0,-0.249778,-4.90729e-05,-9.79681
25972,4.26102,0.00936874,-4.41756,0.499701,9.66173e-05,0.000910758,9.76678e-07,-0.0255028,0,7.10487e-07,2.22953e-06,-2.17753e-12,1.72121e-06,-0.0255006,0,-0.24978,-4.8556e-05,-9.79681
26003,4.27651,0.00937174,-4.41753,0.499704,9.54166e-05,0.000910773,9.98703e-07,-0.0255028,0,-3.7372e-06,-1.14881e-05,1.14732e-11,-3.30173e-07,-0.0255069,0,-0.249781,-4.83028e-05,-9.79681
26035,4.2925,0.00937479,-4.4175,0.499708,9.42032e-05,0.000910788,8.79113e-07,-0.0255031,0,-3.77765e-06,-1.16255e-05,1.02201e-11,3.13367e-07,-0.0255049,0,-0.249783,-4.77031e-05,-9.79682
26057,4.3035,0.00937686,-4.41748,0.499711,9.33565e-05,0.000910798,7.96004e-07,-0.0255034,0,-1.60358e-08,-2.30521e-08,1.83495e-14,1.90896e-06,-0.0254999,0,-0.249784,-4.70969e-05,-9.79682
26079,4.31449,0.00937891,-4.41746,0.499713,9.25013e-05,0.000910808,7.95651e-07,-0.0255034,0,8.17692e-07,2.54186e-06,-2.02243e-12,1.17208e-06,-0.0255022,0,-0.249786,-4.66736e-05,-9.79682
26104,4.32648,0.00938113,-4.41744,0.499716,9.15785e-05,0.000910819,8.15276e-07,-0.0255033,0,4.21563e-08,1.38596e-07,-1.12994e-13,6.19696e-07,-0.0255039,0,-0.249787,-4.62458e-05,-9.79682
26118,4.33298,0.00938232,-4.41743,0.499718,9.10871e-05,0.000910825,8.15824e-07,-0.0255033,0,8.58851e-07,2.66774e-06,-2.17641e-12,1.45109e-06,-0.0255013,0,-0.249789,-4.57844e-05,-9.79682
26143,4.34547,0.0093846,-4.41741,0.499721,9.01484e-05,0.000910836,8.37295e-07,-0.0255032,0,-1.02912e-06,-3.21524e-06,2.6921e-12,2.1523e-07,-0.0255052,0,-0.249789,-4.55386e-05,-9.79682
26176,4.36196,0.00938758,-4.41738,0.499724,8.89318e-05,0.000910851,8.03334e-07,-0.0255034,0,-3.20451e-06,-1.00681e-05,8.08805e-12,-7.15636e-09,-0.0255059,0,-0.249791,-4.50695e-05,-9.79682
26203,4.37496,0.00938989,-4.41735,0.499727,8.79805e-05,0.000910862,7.20017e-07,-0.0255036,0,-3.58334e-07,-1.30908e-06,9.42562e-13,1.32121e-06,-0.0255018,0,-0.249793,-4.44617e-05,-9.79682
26230,4.38795,0.00939218,-4.41733,0.49973,8.70202e-05,0.000910873,7.107e-07,-0.0255037,0,-1.49692e-07,-5.96211e-07,4.23727e-13,7.35764e-07,-0.0255036,0,-0.249794,-4.3986e-05,-9.79682
26253,4.39894,0.00939409,-4.41731,0.499733,8.62163e-05,0.000910882,7.07407e-07,-0.0255037,0,2.63788e-07,7.46563e-07,-5.28124e-13,8.71701e-07,-0.0255031,0,-0.249796,-4.35059e-05,-9.79682
26278,4.41094,0.00939616,-4.41729,0.499736,8.53481e-05,0.000910892,7.13738e-07,-0.0255036,0,-2.75896e-07,-8.27e-07,5.90261e-13,5.30021e-07,-0.0255042,0,-0.249797,-4.31039e-05,-9.79682
26297,4.41993,0.0093977,-4.41727,0.499738,8.47059e-05,0.000910899,7.08772e-07,-0.0255037,0,8.98528e-07,2.76501e-06,-1.95976e-12,1.31653e-06,-0.0255018,0,-0.249798,-4.26699e-05,-9.79682
26329,4.43592,0.00940041,-4.41724,0.499741,8.3573e-05,0.000910913,7.37525e-07,-0.0255036,0,-2.48134e-06,-7.65674e-06,5.64704e-12,-1.857e-07,-0.0255064,0,-0.249799,-4.23486e-05,-9.79682
26347,4.44492,0.00940191,-4.41722,0.499743,8.29509e-05,0.00091092,6.92861e-07,-0.0255037,0,9.80308e-08,3.59846e-07,-2.49323e-13,1.72387e-06,-0.0255005,0,-0.249801,-4.17824e-05,-9.79682
26363,4.45241,0.00940316,-4.41721,0.499745,8.24307e-05,0.000910926,6.94331e-07,-0.0255037,0,1.02216e-06,3.27809e-06,-2.27608e-12,1.32659e-06,-0.0255017,0,-0.249802,-4.14714e-05,-9.79682
26398,4.46941,0.00940596,-4.41718,0.499748,8.12608e-05,0.000910939,7.29085e-07,-0.0255036,0,-3.55731e-06,-1.09565e-05,7.98818e-12,-4.68584e-07,-0.0255073,0,-0.249803,-4.1211e-05,-9.79682
26414,4.4769,0.00940718,-4.41717,0.49975,8.07585e-05,0.000910945,6.75725e-07,-0.0255038,0,1.16195e-07,4.73333e-07,-3.19843e-13,2.53777e-06,-0.0254979,0,-0.249804,-4.06264e-05,-9.79682
26507,4.52288,0.00941461,-4.41708,0.499759,7.7653e-05,0.00091098,6.86415e-07,-0.0255037,0,-2.30979e-05,-7.16254e-05,4.91647e-11,-1.82663e-06,-0.0255115,0,-0.249805,-4.03752e-05,-9.79682
26526,4.53187,0.009416,-4.41707,0.499761,7.70753e-05,0.000910987,2.70652e-07,-0.025505,0,-3.66593e-06,-1.13765e-05,3.07909e-12,7.32434e-06,-0.0254831,0,-0.24981,-3.88249e-05,-9.79682
26543,4.54037,0.00941732,-4.41705,0.499763,7.64652e-05,0.000910977,2.08332e-07,-0.0255052,0,-2.02339e-06,-6.28989e-06,1.31038e-12,5.76987e-07,-0.0255041,0,-0.249811,-3.85364e-05,-9.79682
26568,4.55286,0.00941923,-4.41703,0.499766,7.55605e-05,0.000910986,1.57747e-07,-0.0255054,0,2.47301e-07,6.60013e-07,-1.04115e-13,7.52398e-07,-0.0255035,0,-0.249812,-3.82317e-05,-9.79682
26614,4.57585,0.0094227,-4.41699,0.499771,7.38937e-05,0.000910959,1.69123e-07,-0.0255053,0,-1.52725e-06,-4.79071e-06,8.10218e-13,-1.83511e-07,-0.0255064,0,-0.249813,-3.77792e-05,-9.79682
26650,4.59384,0.00942536,-4.41695,0.499775,7.26233e-05,0.000910972,1.14142e-07,-0.0255055,0,3.17254e-06,9.76617e-06,-1.11473e-12,1.19971e-06,-0.0255021,0,-0.249816,-3.69462e-05,-9.79682
26666,4.60134,0.00942645,-4.41694,0.499777,7.20954e-05,0.000910978,1.6173e-07,-0.0255053,0,8.27265e-06,2.55733e-05,-4.13597e-12,4.08528e-06,-0.0254932,0,-0.249818,-3.63107e-05,-9.79682
26684,4.60984,0.00942768,-4.41692,0.499778,7.15096e-05,0.000910984,3.02365e-07,-0.0255049,0,7.55902e-06,2.34009e-05,-7.07559e-12,1.23102e-06,-0.025502,0,-0.249819,-3.60459e-05,-9.79682
26710,4.62283,0.00942954,-4.4169,0.499781,7.0657e-05,0.000910969,4.98899e-07,-0.0255043,0,4.33158e-06,1.3433e-05,-6.70174e-12,4.21665e-07,-0.0255045,0,-0.24982,-3.57518e-05,-9.79682
26724,4.62933,0.00943046,-4.41689,0.499782,7.02613e-05,0.000910974,5.5521e-07,-0.0255041,0,6.89997e-06,2.14606e-05,-1.19151e-11,3.25427e-06,-0.0254957,0,-0.249821,-3.53252e-05,-9.79681
26751,4.64232,0.00943228,-4.41686,0.499785,6.94894e-05,0.000910983,7.34609e-07,-0.0255036,0,3.50109e-06,1.08915e-05,-8.001e-12,4.89942e-07,-0.0255043,0,-0.249822,-3.51263e-05,-9.79681
26766,4.64982,0.00943332,-4.41685,0.499786,6.90763e-05,0.000910974,7.87125e-07,-0.0255034,0,3.59157e-06,1.11383e-05,-8.76721e-12,1.42513e-06,-0.0255014,0,-0.249823,-3.474e-05,-9.79682
26782,4.65782,0.00943443,-4.41684,0.499787,6.86471e-05,0.00091098,8.44591e-07,-0.0255032,0,3.15304e-06,9.78786e-06,-8.26674e-12,1.15953e-06,-0.0255022,0,-0.249823,-3.45331e-05,-9.79681
26810,4.67131,0.00943628,-4.41681,0.49979,6.79439e-05,0.00091099,9.29723e-07,-0.025503,0,9.76115e-08,3.82966e-07,-3.56053e-13,2.80498e-07,-0.025505,0,-0.249824,-3.43181e-05,-9.79681
26828,4.68031,0.00943751,-4.41679,0.499791,6.74965e-05,0.000910979,9.3148e-07,-0.025503,0,1.2265e-06,3.84623e-06,-3.58269e-12,1.57445e-06,-0.025501,0,-0.249825,-3.39665e-05,-9.79682
26849,4.6908,0.00943892,-4.41678,0.499793,6.69795e-05,0.000910987,9.57236e-07,-0.0255029,0,1.22928e-07,3.21454e-07,-3.07708e-13,6.26738e-07,-0.0255039,0,-0.249826,-3.37426e-05,-9.79681
26874,4.7033,0.0094406,-4.41675,0.499794,6.63769e-05,0.000910972,9.60309e-07,-0.0255029,0,-1.02824e-06,-3.1833e-06,3.05695e-12,5.18894e-07,-0.0255042,0,-0.249827,-3.34841e-05,-9.79682
26925,4.72879,0.00944398,-4.41671,0.499798,6.51643e-05,0.000910991,9.07869e-07,-0.025503,0,-5.84541e-06,-1.8042e-05,1.63798e-11,-1.69318e-07,-0.0255064,0,-0.249828,-3.31831e-05,-9.79681
26948,4.74028,0.00944548,-4.41669,0.4998,6.46196e-05,0.000910978,7.73424e-07,-0.0255034,0,-2.26647e-06,-6.97606e-06,5.39546e-12,1.41176e-06,-0.0255015,0,-0.249829,-3.25776e-05,-9.79682
27039,4.78577,0.00945136,-4.4166,0.499807,6.23694e-05,0.000911011,5.67176e-07,-0.0255041,0,-1.61897e-05,-5.00428e-05,2.83831e-11,-1.16457e-06,-0.0255094,0,-0.24983,-3.23065e-05,-9.79681
27064,4.79776,0.00945286,-4.41658,0.499809,6.17544e-05,0.000910997,1.78622e-07,-0.0255053,0,-1.78695e-06,-5.61684e-06,1.00329e-12,3.65418e-06,-0.0254946,0,-0.249834,-3.11836e-05,-9.79682
27092,4.81126,0.00945453,-4.41656,0.499811,6.0968e-05,0.000910981,1.30374e-07,-0.0255054,0,-6.21255e-07,-1.9862e-06,2.58949e-13,2.8871e-07,-0.0255049,0,-0.249835,-3.08764e-05,-9.79682
27121,4.82575,0.00945629,-4.41653,0.499814,6.0121e-05,0.000910991,1.12358e-07,-0.0255055,0,4.02848e-06,1.25058e-05,-1.40513e-12,1.62191e-06,-0.0255008,0,-0.249836,-3.04833e-05,-9.79681
27144,4.83725,0.00945768,-4.41651,0.499816,5.94549e-05,0.000910977,2.05013e-07,-0.0255052,0,3.70687e-06,1.14914e-05,-2.35588e-12,6.97654e-07,-0.0255037,0,-0.249837,-3.00593e-05,-9.79682
27180,4.85474,0.00945976,-4.41648,0.499819,5.84848e-05,0.00091099,3.34753e-07,-0.0255048,0,3.75982e-06,1.15832e-05,-3.8775e-12,8.87376e-07,-0.0255031,0,-0.249838,-2.97255e-05,-9.79681
27210,4.86973,0.00946151,-4.41645,0.499821,5.7706e-05,0.000910973,4.47548e-07,-0.0255045,0,2.55493e-06,7.89244e-06,-3.53224e-12,6.09892e-07,-0.025504,0,-0.24984,-2.92398e-05,-9.79682
27239,4.88373,0.00946313,-4.41642,0.499823,5.70209e-05,0.000910983,5.19086e-07,-0.0255042,0,7.62089e-06,2.36004e-05,-1.22506e-11,2.7167e-06,-0.0254974,0,-0.249841,-2.88499e-05,-9.79681
27262,4.89523,0.00946444,-4.4164,0.499825,5.64822e-05,0.000910969,6.94366e-07,-0.0255037,0,4.57723e-06,1.41357e-05,-9.81533e-12,5.67519e-07,-0.0255041,0,-0.249842,-2.85064e-05,-9.79682
27277,4.90222,0.00946523,-4.41639,0.499826,5.61822e-05,0.000910975,7.58448e-07,-0.0255035,0,4.60398e-06,1.42224e-05,-1.0787e-11,1.53738e-06,-0.0255011,0,-0.249843,-2.82366e-05,-9.79681
27311,4.91872,0.00946708,-4.41636,0.499828,5.55005e-05,0.000910987,9.10379e-07,-0.025503,0,-5.43211e-07,-1.75708e-06,1.59961e-12,2.74087e-08,-0.0255058,0,-0.249843,-2.80857e-05,-9.79681
27370,4.94771,0.0094703,-4.41631,0.499831,5.44086e-05,0.000910952,8.78873e-07,-0.0255031,0,-6.12937e-06,-1.89871e-05,1.66873e-11,-1.5053e-07,-0.0255063,0,-0.249844,-2.77451e-05,-9.79682
27387,4.9562,0.00947123,-4.41629,0.499832,5.40926e-05,0.000910959,7.74674e-07,-0.0255034,0,-2.4823e-06,-7.75593e-06,6.00831e-12,1.92092e-06,-0.0254999,0,-0.249846,-2.71997e-05,-9.79681
27416,4.9707,0.0094728,-4.41627,0.499834,5.35285e-05,0.00091097,7.02687e-07,-0.0255037,0,-2.30705e-06,-7.14748e-06,5.02244e-12,3.8829e-07,-0.0255046,0,-0.249847,-2.70421e-05,-9.79681
27435,4.9797,0.00947376,-4.41625,0.499835,5.31707e-05,0.000910977,6.6116e-07,-0.0255038,0,-2.00596e-06,-6.1776e-06,4.08438e-12,4.54691e-07,-0.0255044,0,-0.249847,-2.67603e-05,-9.79681
27476,5.00019,0.00947594,-4.41621,0.499838,5.23464e-05,0.000910992,5.78916e-07,-0.0255041,0,-4.62517e-06,-1.43496e-05,8.30723e-12,-3.38744e-07,-0.0255069,0,-0.249848,-2.65819e-05,-9.79681
27534,5.02918,0.00947898,-4.41616,0.499842,5.11575e-05,0.000910957,3.10656e-07,-0.0255049,0,-4.11142e-06,-1.26626e-05,3.93371e-12,-1.65036e-07,-0.0255063,0,-0.249849,-2.61714e-05,-9.79682
27558,5.04068,0.00948015,-4.41614,0.499843,5.06393e-05,0.000910966,2.16093e-07,-0.0255052,0,1.40617e-07,4.04901e-07,-8.74964e-14,1.41931e-06,-0.0255015,0,-0.249851,-2.55775e-05,-9.79681
27573,5.04817,0.00948091,-4.41612,0.499844,5.02912e-05,0.000910971,2.18203e-07,-0.0255052,0,1.58491e-06,4.90028e-06,-1.06925e-12,1.20427e-06,-0.0255021,0,-0.249852,-2.53183e-05,-9.79681
27603,5.06317,0.00948242,-4.4161,0.499846,4.9601e-05,0.000910983,2.6575e-07,-0.025505,0,1.03324e-06,3.14075e-06,-8.34655e-13,3.19595e-07,-0.0255049,0,-0.249852,-2.5144e-05,-9.79681
27626,5.07467,0.00948356,-4.41608,0.499848,4.90905e-05,0.000910969,2.89514e-07,-0.025505,0,1.37503e-06,4.24845e-06,-1.22999e-12,6.00339e-07,-0.025504,0,-0.249853,-2.47988e-05,-9.79682
27649,5.08566,0.00948464,-4.41606,0.499849,4.8613e-05,0.000910977,3.19765e-07,-0.0255049,0,1.57149e-06,4.84116e-06,-1.54803e-12,6.26322e-07,-0.0255039,0,-0.249854,-2.45434e-05,-9.79681
27682,5.10166,0.0094862,-4.41603,0.499851,4.79355e-05,0.000910989,3.70053e-07,-0.0255047,0,1.64879e-06,5.19211e-06,-1.92135e-12,6.26788e-07,-0.0255039,0,-0.249855,-2.43043e-05,-9.79681
27713,5.11715,0.00948768,-4.416,0.499853,4.73049e-05,0.000910971,4.21165e-07,-0.0255045,0,2.89128e-07,8.75777e-07,-3.68847e-13,2.28235e-07,-0.0255052,0,-0.249856,-2.39652e-05,-9.79682
27744,5.13265,0.00948915,-4.41597,0.499855,4.66997e-05,0.000910982,4.30128e-07,-0.0255045,0,3.02218e-06,9.17584e-06,-3.94679e-12,1.35484e-06,-0.0255017,0,-0.249857,-2.36499e-05,-9.79681
27765,5.14315,0.00949013,-4.41595,0.499857,4.62979e-05,0.00091097,4.93594e-07,-0.0255043,0,2.05751e-06,6.24186e-06,-3.08095e-12,5.14754e-07,-0.0255043,0,-0.249858,-2.33469e-05,-9.79682
27778,5.14964,0.00949073,-4.41594,0.499857,4.60599e-05,0.000910975,5.20342e-07,-0.0255042,0,2.36957e-06,7.26778e-06,-3.78173e-12,1.10399e-06,-0.0255024,0,-0.249859,-2.31459e-05,-9.79681
