t,x,z,z,v_x,v_y,v_z,phi,theta,psi,p,q,r,phi_r,theta_r,psi_r,force_0,force_1,force_2
12923,0.344587,-0.335086,-4.25136,-2.39865,2.36963,-0.0420357,0.14361,0.147952,0,0.12939,0.0682296,-0.00986639,-0.00430676,-0.00713855,0,1.18274,-1.1445,-10.1037
12942,0.299013,-0.290063,-4.25215,-2.40475,2.37546,-0.0492344,0.146069,0.149262,0,-0.627489,-0.681769,0.100299,-0.231457,-0.238611,0,1.18287,-1.14322,-10.0504
12975,0.222061,-0.214048,-4.25373,-2.41522,2.38587,-0.0603113,0.125989,0.127211,0,0.63374,0.580862,-0.0735719,0.427255,0.423539,0,1.18954,-1.15608,-10.071
12997,0.168926,-0.161559,-4.25506,-2.41733,2.38826,-0.0682883,0.139931,0.140092,0,-0.417801,-0.458811,0.0646244,-0.237911,-0.244145,0,1.19157,-1.15359,-9.99495
13014,0.127831,-0.120959,-4.25622,-2.42107,2.39245,-0.0732971,0.132829,0.132215,0,0.259446,0.216335,-0.0289056,0.463108,0.45763,0,1.19362,-1.15803,-9.98033
13036,0.0769888,-0.0707171,-4.25776,-2.42394,2.39601,-0.0794874,0.138277,0.136799,0,-0.419459,-0.449563,0.0625635,-0.143759,-0.148572,0,1.19423,-1.15705,-9.9471
13070,-0.00542516,0.0107471,-4.26046,-2.42998,2.40349,-0.0881615,0.124015,0.121366,0,0.799768,0.770899,-0.0960966,0.42137,0.417086,0,1.19824,-1.16577,-9.95532
13136,-0.165804,0.169378,-4.26628,-2.4311,2.40789,-0.105088,0.1768,0.172639,0,0.580945,0.564619,-0.100878,0.234819,0.230398,0,1.18936,-1.13867,-9.79456
13160,-0.22415,0.227167,-4.2688,-2.44326,2.42199,-0.1057,0.190743,0.186405,0,-2.23661,-2.20183,0.425151,-0.892613,-0.897478,0,1.18475,-1.12961,-9.68576
13183,-0.277902,0.280451,-4.27113,-2.45713,2.4378,-0.104952,0.141537,0.13707,0,-2.30783,-2.28414,0.325468,-0.244217,-0.246662,0,1.20295,-1.16795,-9.78858
13201,-0.319673,0.321893,-4.27291,-2.45963,2.44147,-0.107045,0.102304,0.097847,0,-1.24457,-1.23147,0.126426,0.351575,0.350755,0,1.21756,-1.19493,-9.87594
13221,-0.368866,0.370723,-4.27505,-2.45478,2.43781,-0.111148,0.0774128,0.0730882,0,-1.53958,-1.52517,0.118304,-0.269225,-0.270889,0,1.22263,-1.206,-9.92297
13247,-0.43269,0.434106,-4.27794,-2.44207,2.42651,-0.117088,0.0373837,0.0333146,0,-0.522601,-0.511687,0.0191377,0.191434,0.189159,0,1.22486,-1.21445,-9.99949
13264,-0.474205,0.475356,-4.27993,-2.42703,2.41231,-0.121231,0.0284995,0.0246099,0,-1.03097,-1.01854,0.0290357,-0.355727,-0.357034,0,1.21922,-1.21024,-9.99181
13293,-0.544589,0.545313,-4.28345,-2.39904,2.38567,-0.127864,-0.00139878,-0.00493975,0,-1.06771,-1.05724,-0.00147885,-0.169742,-0.172006,0,1.2138,-1.20623,-10.0436
13310,-0.585373,0.58587,-4.28562,-2.37781,2.36515,-0.131298,-0.0195498,-0.0229129,0,-0.495353,-0.484257,-0.00946832,0.143093,0.141754,0,1.20067,-1.19332,-10.053
13337,-0.649574,0.649729,-4.28917,-2.33949,2.32792,-0.136132,-0.0329243,-0.0359903,0,-0.697518,-0.687632,-0.022648,-0.183589,-0.185524,0,1.1905,-1.18269,-10.0654
13352,-0.682327,0.68232,-4.29107,-2.31807,2.30701,-0.13815,-0.0426896,-0.0456224,0,-0.297123,-0.287102,-0.0122637,0.127519,0.126341,0,1.17163,-1.16352,-10.0591
13382,-0.751869,0.75153,-4.29522,-2.26961,2.25958,-0.141862,-0.0516033,-0.0542433,0,-0.489845,-0.481439,-0.0248659,-0.160412,-0.162254,0,1.16107,-1.15228,-10.0657
13399,-0.790452,0.789943,-4.29763,-2.24113,2.23162,-0.143389,-0.0599306,-0.0624387,0,-0.693927,-0.685397,-0.0411255,-0.259824,-0.26134,0,1.13702,-1.12776,-10.0565
13416,-0.828551,0.82788,-4.30007,-2.21151,2.20249,-0.144544,-0.0717274,-0.0741114,0,0.106286,0.112816,0.0081059,0.285876,0.284401,0,1.1228,-1.11212,-10.0684
13436,-0.872782,0.87193,-4.30296,-2.17468,2.16618,-0.145364,-0.0696017,-0.0718493,0,-0.21437,-0.207914,-0.0144946,-0.212924,-0.214515,0,1.10809,-1.09807,-10.05
13459,-0.922799,0.921752,-4.3063,-2.13327,2.12535,-0.146114,-0.0745322,-0.0766429,0,-0.432165,-0.426282,-0.0318307,-0.202882,-0.204604,0,1.08971,-1.07928,-10.0464
13477,-0.961198,0.960008,-4.30893,-2.10041,2.09289,-0.146348,-0.0823112,-0.0843374,0,-0.0132059,-0.00901486,-0.000743704,0.080433,0.0788702,0,1.069,-1.05767,-10.0471
13494,-0.996905,0.995587,-4.31142,-2.06837,2.06122,-0.146215,-0.0825357,-0.0844911,0,-0.281388,-0.276736,-0.0228926,-0.242443,-0.243986,0,1.05263,-1.04159,-10.0361
13520,-1.04861,1.04712,-4.31507,-2.02165,2.01499,-0.145837,-0.0895704,-0.0914332,0,-0.465433,-0.460956,-0.0413988,-0.206803,-0.208526,0,1.03654,-1.02454,-10.0408
13542,-1.09309,1.09145,-4.31828,-1.97957,1.97331,-0.145031,-0.0998099,-0.101615,0,0.0382342,0.0400253,0.00400824,0.0555914,0.0539139,0,1.01301,-0.999492,-10.0475
13567,-1.14258,1.14078,-4.32191,-1.92982,1.92396,-0.143465,-0.098854,-0.100609,0,-0.411929,-0.408152,-0.0404794,-0.272993,-0.274526,0,0.992062,-0.979147,-10.0346
13588,-1.18311,1.18118,-4.32492,-1.88877,1.88323,-0.142078,-0.107505,-0.109223,0,-0.493794,-0.489911,-0.0528715,-0.211984,-0.213771,0,0.966977,-0.952789,-10.0408
13608,-1.22088,1.21885,-4.32776,-1.84842,1.84315,-0.140321,-0.11738,-0.119078,0,-0.150203,-0.148559,-0.0175184,-0.0245921,-0.0263349,0,0.946134,-0.930256,-10.0506
13652,-1.30221,1.29995,-4.33394,-1.75639,1.75161,-0.135388,-0.123989,-0.12566,0,0.173265,0.171072,0.0213205,-0.0709016,-0.0728254,0,0.925716,-0.908785,-10.0556
13683,-1.3549,1.3525,-4.338,-1.69313,1.68864,-0.131518,-0.118791,-0.120488,0,-0.380685,-0.37925,-0.0452647,-0.277452,-0.279407,0,0.879963,-0.865089,-10.0339
13702,-1.38538,1.38289,-4.34037,-1.65665,1.65234,-0.129444,-0.125644,-0.127363,0,-0.498217,-0.495818,-0.0626264,-0.252611,-0.254691,0,0.848062,-0.832362,-10.0392
13727,-1.4268,1.4242,-4.3436,-1.60478,1.6007,-0.126154,-0.138099,-0.139857,0,-0.265918,-0.265031,-0.0368351,-0.122403,-0.124447,0,0.829257,-0.811231,-10.0552
13750,-1.46371,1.46102,-4.3465,-1.55491,1.55097,-0.122424,-0.144215,-0.146011,0,-0.403802,-0.401361,-0.0582871,-0.245914,-0.248018,0,0.803028,-0.784232,-10.0595
13772,-1.49791,1.49514,-4.3492,-1.50647,1.50263,-0.118577,-0.153099,-0.154933,0,-0.315903,-0.314366,-0.0485087,-0.176946,-0.179248,0,0.77759,-0.757344,-10.0703
13804,-1.54612,1.54322,-4.35299,-1.43407,1.4303,-0.11232,-0.163208,-0.165112,0,-0.402109,-0.3996,-0.0658032,-0.236901,-0.239344,0,0.752736,-0.730719,-10.0832
13824,-1.5748,1.57183,-4.35524,-1.3876,1.38381,-0.107988,-0.17125,-0.173212,0,-0.4171,-0.414408,-0.0716693,-0.243083,-0.245798,0,0.715984,-0.693054,-10.0932
13841,-1.59839,1.59535,-4.35707,-1.3472,1.34333,-0.103997,-0.178341,-0.180361,0,-0.411751,-0.409325,-0.0737832,-0.243182,-0.246184,0,0.692233,-0.668274,-10.1033
13864,-1.62938,1.62625,-4.35947,-1.29144,1.28742,-0.098228,-0.187811,-0.189928,0,-0.371902,-0.370421,-0.0703988,-0.23513,-0.238327,0,0.671303,-0.645647,-10.117
13884,-1.65521,1.652,-4.36143,-1.2417,1.23748,-0.0927855,-0.195249,-0.197469,0,-0.337686,-0.337627,-0.0667721,-0.237646,-0.241355,0,0.642806,-0.616247,-10.1288
13905,-1.68004,1.67675,-4.36329,-1.19103,1.18655,-0.0870393,-0.202003,-0.204352,0,-0.420676,-0.419577,-0.0859276,-0.297527,-0.301478,0,0.617347,-0.589996,-10.1404
13933,-1.7122,1.70878,-4.36564,-1.12155,1.11663,-0.0789502,-0.213361,-0.215916,0,-0.311302,-0.313294,-0.0678779,-0.237216,-0.241546,0,0.591013,-0.561807,-10.1578
13953,-1.73463,1.73112,-4.36722,-1.0686,1.06326,-0.0724424,-0.219587,-0.222327,0,-0.411722,-0.41245,-0.0920531,-0.319605,-0.324634,0,0.555677,-0.526364,-10.171
13972,-1.75386,1.75025,-4.36852,-1.02032,1.01456,-0.0664191,-0.226998,-0.229934,0,-0.297187,-0.30256,-0.069885,-0.230067,-0.236133,0,0.528493,-0.498524,-10.185
13994,-1.77529,1.77156,-4.36991,-0.962994,0.956667,-0.0590534,-0.233239,-0.236455,0,-0.473101,-0.474184,-0.112648,-0.36426,-0.370045,0,0.503744,-0.473383,-10.1973
14018,-1.7984,1.79452,-4.37133,-0.896667,0.889643,-0.0504462,-0.244593,-0.248152,0,-0.260807,-0.270501,-0.0675146,-0.229941,-0.237274,0,0.474,-0.442389,-10.2159
14050,-1.8271,1.82299,-4.37295,-0.805799,0.797648,-0.0380474,-0.252939,-0.257073,0,-0.590037,-0.588764,-0.152181,-0.394423,-0.401246,0,0.440014,-0.408247,-10.2327
14083,-1.85369,1.84931,-4.3742,-0.710726,0.701351,-0.0250909,-0.27241,-0.277141,0,-0.024977,-0.0540254,-0.0150923,-0.187916,-0.199255,0,0.392731,-0.359382,-10.2629
14102,-1.86719,1.86264,-4.37468,-0.653394,0.643046,-0.0164611,-0.272885,-0.278207,0,0.0955307,0.0624832,0.017487,-0.213481,-0.223566,0,0.345144,-0.314648,-10.279
14122,-1.88026,1.8755,-4.37501,-0.593297,0.582031,-0.00783459,-0.270974,-0.276909,0,-0.443897,-0.458796,-0.127457,-0.525403,-0.537055,0,0.316502,-0.288003,-10.2911
14143,-1.89272,1.88772,-4.37517,-0.530914,0.518857,0.000470361,-0.280296,-0.286909,0,-0.164306,-0.18989,-0.0546645,-0.217737,-0.229968,0,0.285631,-0.257474,-10.309
14167,-1.90546,1.90017,-4.37516,-0.458128,0.44507,0.0105677,-0.28424,-0.291651,0,-0.586922,-0.593736,-0.17346,-0.485961,-0.497875,0,0.254179,-0.227552,-10.3221
14192,-1.91691,1.9113,-4.3749,-0.381979,0.367954,0.020861,-0.298913,-0.307115,0,-0.0458502,-0.0796792,-0.0245528,-0.173457,-0.18892,0,0.216749,-0.190791,-10.3427
14216,-1.92608,1.92013,-4.3744,-0.306409,0.291181,0.0319836,-0.300013,-0.309116,0,0.170504,0.129173,0.0399598,-0.217018,-0.231044,0,0.178764,-0.155651,-10.3573
14231,-1.93068,1.9245,-4.37392,-0.259327,0.243458,0.0385124,-0.297455,-0.307088,0,-0.269385,-0.29549,-0.0905825,-0.562582,-0.580961,0,0.141203,-0.121156,-10.3743
14254,-1.93664,1.9301,-4.37303,-0.18792,0.171268,0.047699,-0.303651,-0.314197,0,0.0183058,-0.0188376,-0.00590261,-0.220862,-0.236927,0,0.117365,-0.0987019,-10.3859
14274,-1.94021,1.93335,-4.37212,-0.128286,0.110989,0.0554272,-0.303304,-0.314572,0,0.317581,0.265976,0.0832396,-0.142843,-0.160678,0,0.08197,-0.0662683,-10.399
14306,-1.94432,1.9369,-4.37035,-0.0284351,0.0102928,0.067571,-0.293141,-0.305653,0,-0.530675,-0.540559,-0.163161,-0.511219,-0.527951,0,0.0528305,-0.0399125,-10.4097
14327,-1.94491,1.93712,-4.36893,0.0347296,-0.0528737,0.073429,-0.304285,-0.317511,0,0.124738,0.0820507,0.025767,-0.0765612,-0.0974573,0,0.00295925,0.00603667,-10.4281
14356,-1.94391,1.93559,-4.3668,0.124177,-0.142587,0.0828474,-0.300668,-0.315017,0,-0.605979,-0.609818,-0.189085,-0.533804,-0.551845,0,-0.0278854,0.0339961,-10.4339
14381,-1.9408,1.93202,-4.36473,0.199924,-0.218162,0.089603,-0.315817,-0.330978,0,0.0131828,-0.017019,-0.00556102,-0.162079,-0.181718,0,-0.0721803,0.0736685,-10.4441
14433,-1.93041,1.92068,-4.36007,0.362976,-0.381664,0.107232,-0.315132,-0.331909,0,-1.03732,-1.00681,-0.328215,-0.515463,-0.534404,0,-0.109105,0.106742,-10.4501
14456,-1.92242,1.91228,-4.35771,0.43083,-0.449345,0.113194,-0.337953,-0.355206,0,0.235886,0.194768,0.0684483,0.0768795,0.0526615,0,-0.188805,0.175777,-10.4661
14471,-1.91596,1.90554,-4.35601,0.479603,-0.498526,0.119148,-0.334414,-0.35211,0,-0.552494,-0.548756,-0.190673,-0.821079,-0.842969,0,-0.221718,0.205279,-10.4727
14490,-1.90685,1.89607,-4.35375,0.540592,-0.559826,0.125824,-0.344912,-0.363148,0,-0.0526065,-0.0771059,-0.027702,-0.170765,-0.194043,0,-0.245324,0.224611,-10.4774
14504,-1.89928,1.88823,-4.35199,0.586494,-0.60616,0.131391,-0.345648,-0.364295,0,0.416012,0.361971,0.130348,-0.0196531,-0.0445691,0,-0.274973,0.250646,-10.4861
14539,-1.87875,1.86702,-4.34739,0.701044,-0.721703,0.144766,-0.331088,-0.350829,0,-0.823066,-0.807399,-0.277536,-0.624788,-0.648899,0,-0.297963,0.273913,-10.5027
14558,-1.86543,1.8533,-4.34464,0.760411,-0.780885,0.149175,-0.346726,-0.367051,0,-0.00956279,-0.0409075,-0.0147808,-0.0510802,-0.0780487,0,-0.353149,0.31959,-10.5147
14584,-1.84566,1.833,-4.34076,0.84454,-0.865392,0.157509,-0.346975,-0.368182,0,-1.35857,-1.30637,-0.472389,-0.867295,-0.892442,0,-0.381571,0.344304,-10.5176
14598,-1.83384,1.82088,-4.33856,0.889569,-0.910514,0.161557,-0.365995,-0.38763,0,-0.465062,-0.46617,-0.178665,0.0467004,0.0174283,0,-0.420709,0.373008,-10.5144
14627,-1.80804,1.79448,-4.33387,0.9869,-1.00908,0.173434,-0.379481,-0.402108,0,0.437857,0.377137,0.150406,-0.138354,-0.165334,0,-0.440921,0.385923,-10.5077
14648,-1.7883,1.7743,-4.3304,1.05569,-1.07914,0.18275,-0.370724,-0.393987,0,-0.0783221,-0.107897,-0.041939,-0.558757,-0.589915,0,-0.488933,0.430647,-10.534
14678,-1.75769,1.743,-4.3251,1.15303,-1.17756,0.193319,-0.372996,-0.397344,0,0.884928,0.780478,0.305412,-0.0526671,-0.0859045,0,-0.522079,0.458738,-10.5487
14698,-1.73463,1.71945,-4.32124,1.22009,-1.24526,0.200111,-0.355297,-0.380582,0,1.4131,1.27873,0.474464,0.0503754,0.0164193,0,-0.571171,0.508729,-10.5832
14722,-1.70534,1.68957,-4.31643,1.29686,-1.32162,0.204432,-0.321383,-0.347848,0,-0.257973,-0.290951,-0.0968647,-0.797219,-0.831147,0,-0.607617,0.554776,-10.6319
14741,-1.6807,1.66445,-4.31255,1.35192,-1.37487,0.202878,-0.326284,-0.353675,0,0.545504,0.474032,0.160402,0.0550649,0.0217371,0,-0.6437,0.584698,-10.6303
14764,-1.65096,1.63421,-4.30809,1.41623,-1.43711,0.201769,-0.314283,-0.342665,0,1.1296,1.04539,0.339812,0.0374038,0.0085851,0,-0.670744,0.613088,-10.6333
14785,-1.62122,1.60403,-4.30385,1.47505,-1.49331,0.198894,-0.290562,-0.319581,0,1.58188,1.49747,0.447779,0.104415,0.0760293,0,-0.703957,0.65214,-10.6538
14806,-1.59024,1.57267,-4.29967,1.529,-1.54372,0.192778,-0.257342,-0.286758,0,0.0125062,0.00541222,0.00142438,-0.753143,-0.779856,0,-0.735536,0.693252,-10.6856
14825,-1.56119,1.54334,-4.29601,1.57153,-1.58215,0.183647,-0.257105,-0.286652,0,0.644383,0.633737,0.166625,0.0774757,0.0561855,0,-0.760558,0.715034,-10.6634
14843,-1.5329,1.51486,-4.2927,1.61135,-1.61809,0.175335,-0.245506,-0.274857,0,1.04341,1.04025,0.260645,0.0805649,0.0630377,0,-0.781193,0.736999,-10.6495
14861,-1.5039,1.48573,-4.28955,1.64873,-1.65142,0.166179,-0.226724,-0.255554,0,-0.637977,-0.577109,-0.133134,-0.991795,-1.00664,0,-0.801669,0.761624,-10.6502
14894,-1.45114,1.43289,-4.28423,1.7085,-1.70362,0.147383,-0.24714,-0.274506,0,0.330595,0.382317,0.0964576,-0.0388816,-0.0538605,0,-0.816022,0.76552,-10.5888
14923,-1.40159,1.38348,-4.27996,1.76673,-1.75617,0.134711,-0.237552,-0.263072,0,0.873221,0.921028,0.223003,-0.00052011,-0.0127248,0,-0.844022,0.792354,-10.5423
14949,-1.35743,1.33958,-4.27659,1.81329,-1.79813,0.12313,-0.215722,-0.239381,0,-1.17149,-1.05229,-0.230589,-0.898257,-0.902455,0,-0.874144,0.826905,-10.5356
14977,-1.30847,1.29103,-4.27326,1.85659,-1.8365,0.108333,-0.247352,-0.268467,0,-0.0409869,0.0539809,0.0136314,-0.00788519,-0.0136827,0,-0.890497,0.827353,-10.4439
14994,-1.27691,1.25981,-4.27142,1.88805,-1.86587,0.102294,-0.248049,-0.26752,0,0.632064,0.714545,0.180969,0.141182,0.142396,0,-0.909595,0.842726,-10.3925
15017,-1.23348,1.21689,-4.26907,1.92995,-1.90535,0.0944447,-0.233511,-0.250567,0,1.10798,1.17056,0.278419,0.0726431,0.0678176,0,-0.927229,0.864915,-10.3972
15034,-1.20067,1.1845,-4.26746,1.95774,-1.93155,0.0875852,-0.214676,-0.230112,0,-0.61785,-0.509706,-0.111134,-1.04927,-1.04864,0,-0.950309,0.893715,-10.4031
15064,-1.14194,1.12656,-4.26484,2.00031,-1.97134,0.0731842,-0.233211,-0.245762,0,0.152211,0.224242,0.053265,-0.0692015,-0.0732936,0,-0.96011,0.894408,-10.3468
15081,-1.10993,1.09502,-4.26367,2.02493,-1.99523,0.06746,-0.230776,-0.242075,0,0.935508,0.993804,0.233506,0.283747,0.289716,0,-0.979764,0.912826,-10.3008
15096,-1.07956,1.06509,-4.26265,2.04723,-2.01702,0.0621033,-0.216743,-0.226762,0,0.511256,0.576551,0.126958,-0.345219,-0.345321,0,-0.994126,0.93239,-10.3066
15121,-1.02838,1.01466,-4.2611,2.08037,-2.04932,0.0518129,-0.203962,-0.212003,0,0.926613,0.970868,0.200812,0.0414257,0.0399255,0,-1.00723,0.950125,-10.3129
15146,-0.978451,0.965478,-4.25986,2.10818,-2.07661,0.0411845,-0.181723,-0.188209,0,1.54401,1.57779,0.28992,0.220077,0.221782,0,-1.02666,0.977215,-10.3206
15163,-0.942612,0.930176,-4.25916,2.12356,-2.09166,0.032609,-0.155475,-0.160937,0,1.87896,1.91257,0.299776,0.293228,0.295675,0,-1.04377,1.00277,-10.3364
15188,-0.889523,0.877884,-4.25834,2.13905,-2.10663,0.0182847,-0.108501,-0.112539,0,1.98248,2.01909,0.219937,0.224147,0.225575,0,-1.05689,1.02852,-10.4047
15223,-0.816795,0.806259,-4.25772,2.14284,-2.10977,-0.00416291,-0.0410965,-0.0434837,0,2.22951,2.27174,0.093413,0.321002,0.324407,0,-1.06891,1.05089,-10.4992
15242,-0.776081,0.766173,-4.2578,2.13116,-2.09793,-0.0173387,0.00126425,-0.000284173,0,2.37541,2.42056,-0.0030602,0.437003,0.443094,0,-1.07142,1.05489,-10.5133
15259,-0.741983,0.732606,-4.25808,2.11416,-2.08094,-0.0279932,0.0392708,0.0384449,0,2.41791,2.46147,-0.0967136,0.455399,0.462171,0,-1.06513,1.04689,-10.548
15285,-0.687015,0.678502,-4.2588,2.07625,-2.04322,-0.0439061,0.102136,0.102493,0,2.116,2.14367,-0.219711,0.358375,0.36321,0,-1.05297,1.02544,-10.6416
15300,-0.655871,0.647854,-4.25946,2.04481,-2.01201,-0.0508287,0.133876,0.134816,0,2.03746,2.05648,-0.27697,0.430659,0.437136,0,-1.03166,0.99675,-10.645
15314,-0.627244,0.619686,-4.26017,2.01116,-1.97855,-0.0558363,0.162401,0.163867,0,1.89922,1.90943,-0.312849,0.401875,0.408216,0,-1.01286,0.969853,-10.6716
15339,-0.578976,0.5722,-4.26151,1.94703,-1.91463,-0.06186,0.207982,0.210304,0,1.5557,1.55191,-0.327505,0.361128,0.366813,0,-0.989253,0.930246,-10.7349
15353,-0.551717,0.545396,-4.26238,1.90386,-1.87137,-0.062611,0.229762,0.232509,0,1.44554,1.43787,-0.336306,0.409322,0.417645,0,-0.954446,0.887926,-10.737
15373,-0.51364,0.507968,-4.26363,1.83849,-1.80563,-0.0616481,0.258673,0.262043,0,1.20081,1.19119,-0.31519,0.367595,0.376067,0,-0.927544,0.849209,-10.7735
15397,-0.469516,0.464633,-4.26511,1.75438,-1.72058,-0.0570675,0.287492,0.291615,0,0.927545,0.920422,-0.272154,0.360957,0.370348,0,-0.889298,0.799194,-10.8053
15420,-0.429166,0.42506,-4.26642,1.66868,-1.6334,-0.0493039,0.308826,0.313691,0,0.692071,0.69657,-0.222229,0.35207,0.364967,0,-0.843188,0.745569,-10.827
15439,-0.397461,0.394025,-4.26736,1.595,-1.5581,-0.0408884,0.321975,0.327583,0,0.483684,0.507238,-0.169206,0.323721,0.341908,0,-0.797902,0.697168,-10.8438
15479,-0.333661,0.331702,-4.269,1.43643,-1.39561,-0.0208192,0.341322,0.348972,0,0.168898,0.206896,-0.0734946,0.330342,0.345043,0,-0.75642,0.649259,-10.8749
15499,-0.306369,0.305185,-4.26939,1.35893,-1.31601,-0.00991313,0.344531,0.353143,0,-0.0884227,-0.00874268,0.00313726,0.236292,0.268045,0,-0.677493,0.576199,-10.8908
15516,-0.283267,0.282813,-4.26956,1.28948,-1.24475,-0.000301951,0.343028,0.352985,0,-0.228246,-0.134313,0.0479695,0.246366,0.27304,0,-0.639284,0.542231,-10.9002
15542,-0.25103,0.251694,-4.26957,1.18798,-1.14099,0.0129484,0.337322,0.34942,0,-0.352153,-0.251222,0.0881102,0.252381,0.277872,0,-0.605831,0.514297,-10.9046
15563,-0.22727,0.228874,-4.26931,1.10806,-1.05988,0.022094,0.330279,0.344095,0,-0.496215,-0.382277,0.131058,0.201903,0.232553,0,-0.556987,0.472698,-10.9105
15581,-0.207325,0.209796,-4.26891,1.03744,-0.988701,0.0290551,0.321347,0.336821,0,-0.591219,-0.473759,0.157707,0.18818,0.218465,0,-0.519249,0.441686,-10.9094
15614,-0.173089,0.177169,-4.26795,0.910841,-0.862109,0.0393092,0.301837,0.320344,0,-0.825207,-0.699995,0.217943,0.144022,0.176089,0,-0.487758,0.419346,-10.8965
15634,-0.154873,0.159927,-4.26717,0.837908,-0.790382,0.0425427,0.285333,0.305681,0,-0.827519,-0.71498,0.20973,0.152144,0.182395,0,-0.428393,0.369772,-10.8849
15653,-0.138952,0.14491,-4.26636,0.771646,-0.726045,0.0435863,0.26961,0.291524,0,-0.868798,-0.770097,0.212807,0.114654,0.143218,0,-0.395164,0.343416,-10.8671
15669,-0.127378,0.134019,-4.26571,0.721679,-0.678122,0.0430309,0.256578,0.27954,0,-0.895909,-0.810976,0.212768,0.0951519,0.121402,0,-0.364833,0.318808,-10.847
15699,-0.105727,0.113676,-4.26441,0.62573,-0.587007,0.0398434,0.229701,0.254387,0,-0.79557,-0.743225,0.173786,0.128761,0.153674,0,-0.343812,0.304739,-10.8179
15728,-0.0882069,0.0972393,-4.2633,0.54406,-0.511045,0.0332883,0.207425,0.233015,0,-0.774354,-0.748021,0.157422,0.0940753,0.116593,0,-0.299809,0.268343,-10.7764
15759,-0.0713411,0.0813969,-4.26227,0.461306,-0.435388,0.023412,0.18342,0.209319,0,-0.732987,-0.737023,0.136721,0.0813851,0.100199,0,-0.262634,0.237957,-10.7282
15782,-0.060731,0.071383,-4.26173,0.406269,-0.385983,0.014431,0.166561,0.192078,0,-0.759058,-0.789799,0.13278,0.0401467,0.0520933,0,-0.224177,0.205476,-10.6743
15799,-0.0538245,0.0648213,-4.26148,0.369026,-0.352944,0.00715959,0.153657,0.178463,0,-0.771899,-0.824135,0.12764,0.0223774,0.0284613,0,-0.198627,0.184112,-10.6303
15830,-0.0423847,0.05388,-4.26126,0.306003,-0.297479,-0.00682389,0.129728,0.15261,0,-0.580506,-0.638222,0.0832629,0.0764547,0.0897471,0,-0.181824,0.170903,-10.5912
15854,-0.0353466,0.047038,-4.26142,0.266095,-0.262829,-0.0179369,0.116377,0.137807,0,-0.64695,-0.738275,0.0863079,-0.00365162,-0.00657949,0,-0.15202,0.145685,-10.5305
15875,-0.0300247,0.0417814,-4.26178,0.234885,-0.235905,-0.0276107,0.103437,0.122941,0,-0.567383,-0.661073,0.0686247,0.039709,0.0433509,0,-0.133143,0.129947,-10.4829
15893,-0.0257967,0.0375351,-4.26227,0.209868,-0.214394,-0.036322,0.0932246,0.110977,0,-0.517151,-0.615178,0.0575164,0.0292155,0.0292883,0,-0.118249,0.117507,-10.4421
15927,-0.0186612,0.0302457,-4.26351,0.167293,-0.17782,-0.052545,0.0756415,0.0899701,0,-0.353503,-0.437039,0.0331215,0.0482692,0.0525767,0,-0.106141,0.107545,-10.4037
15942,-0.0163191,0.0277563,-4.26424,0.153138,-0.165623,-0.0589041,0.0706924,0.083834,0,-0.394255,-0.497175,0.0352052,-0.0170976,-0.0318708,0,-0.0855526,0.0900422,-10.339
15963,-0.0132564,0.0244438,-4.26542,0.134349,-0.149373,-0.0676862,0.0628073,0.0738656,0,-0.339421,-0.43729,0.0275012,0.0271433,0.0242515,0,-0.0785337,0.084137,-10.3121
15986,-0.0103007,0.0211576,-4.26691,0.11618,-0.133506,-0.0768929,0.0553401,0.0642262,0,-0.272575,-0.359417,0.0199105,0.0320964,0.0305367,0,-0.069208,0.0762016,-10.2754
16002,-0.00844183,0.0190215,-4.26814,0.104722,-0.123351,-0.0831854,0.0509789,0.0584667,0,-0.258152,-0.345421,0.0176244,0.0152908,0.00824321,0,-0.0602374,0.0684492,-10.237
16023,-0.00624267,0.0164311,-4.26989,0.0910658,-0.111091,-0.0910316,0.0455577,0.0512034,0,-0.21087,-0.28789,0.0131247,0.0270268,0.0236773,0,-0.0544211,0.0633809,-10.21
16082,-0.000869788,0.00987676,-4.27526,0.0575585,-0.0803605,-0.111548,0.0331164,0.0342003,0,-0.0632501,-0.102175,0.00338489,0.0326214,0.0308478,0,-0.0470626,0.0569697,-10.1752
16108,0.000569176,0.00786774,-4.27805,0.0481761,-0.0709629,-0.118356,0.0315351,0.0316445,0,-0.122729,-0.176555,0.00556954,-0.00206022,-0.0139662,0,-0.0305295,0.0418892,-10.086
16129,0.0015327,0.00644849,-4.28042,0.0412996,-0.0638774,-0.123187,0.0290805,0.0281117,0,-0.108732,-0.154237,0.00448657,0.0164424,0.011019,0,-0.0257419,0.0371668,-10.0534
16195,0.00425847,0.00223258,-4.28855,0.0212279,-0.0424078,-0.137664,0.0219042,0.0179277,0,-0.0264559,-0.0388003,0.000850027,0.0219749,0.0178361,0,-0.0217506,0.0332718,-10.0287
16230,0.00500144,0.000748303,-4.29337,0.0145701,-0.0339835,-0.142862,0.0209783,0.0165693,0,-0.0581859,-0.0689917,0.00144754,0.00807644,0.00231417,0,-0.0117529,0.0226392,-9.95318
16268,0.00555511,-0.000543069,-4.29879,0.0080041,-0.0253735,-0.147282,0.0187672,0.0139471,0,-0.0736401,-0.0738724,0.00138654,0.00643791,0.00286426,0,-0.00828059,0.0183272,-9.92033
